GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLE001,ALZLE002,ALZLE003
"G2601190","2015-2019","MI",,,"Michigan","26","Montmorency County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26119","Montmorency County, Michigan",,,4452,3742,710
"G2601210","2015-2019","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",,,65939,49270,16669
"G2601230","2015-2019","MI",,,"Michigan","26","Newaygo County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26123","Newaygo County, Michigan",,,19161,16074,3087
"G2601250","2015-2019","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",,,504585,358384,146201
"G2601270","2015-2019","MI",,,"Michigan","26","Oceana County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26127","Oceana County, Michigan",,,10156,8386,1770
"G2601290","2015-2019","MI",,,"Michigan","26","Ogemaw County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26129","Ogemaw County, Michigan",,,9184,7476,1708
"G2601310","2015-2019","MI",,,"Michigan","26","Ontonagon County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26131","Ontonagon County, Michigan",,,2793,2464,329
"G2601330","2015-2019","MI",,,"Michigan","26","Osceola County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26133","Osceola County, Michigan",,,9181,7406,1775
"G2601350","2015-2019","MI",,,"Michigan","26","Oscoda County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26135","Oscoda County, Michigan",,,3806,3245,561
"G2601370","2015-2019","MI",,,"Michigan","26","Otsego County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26137","Otsego County, Michigan",,,9944,7846,2098
"G2601390","2015-2019","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",,,102610,79724,22886
"G2601410","2015-2019","MI",,,"Michigan","26","Presque Isle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26141","Presque Isle County, Michigan",,,5797,5147,650
"G2601430","2015-2019","MI",,,"Michigan","26","Roscommon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26143","Roscommon County, Michigan",,,11139,9137,2002
"G2601450","2015-2019","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",,,78933,56249,22684
"G2601470","2015-2019","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",,,64850,50144,14706
"G2601490","2015-2019","MI",,,"Michigan","26","St. Joseph County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26149","St. Joseph County, Michigan",,,24150,18018,6132
"G2601510","2015-2019","MI",,,"Michigan","26","Sanilac County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26151","Sanilac County, Michigan",,,17499,13775,3724
"G2601530","2015-2019","MI",,,"Michigan","26","Schoolcraft County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26153","Schoolcraft County, Michigan",,,3468,2903,565
"G2601550","2015-2019","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",,,27593,20858,6735
"G2601570","2015-2019","MI",,,"Michigan","26","Tuscola County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26157","Tuscola County, Michigan",,,21777,17950,3827
"G2601590","2015-2019","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",,,29411,22638,6773
"G2601610","2015-2019","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",,,141245,86332,54913
"G2601630","2015-2019","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",,,682282,423147,259135
"G2601650","2015-2019","MI",,,"Michigan","26","Wexford County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26165","Wexford County, Michigan",,,12963,9958,3005
"G2700010","2015-2019","MN",,,"Minnesota","27","Aitkin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27001","Aitkin County, Minnesota",,,7681,6310,1371
"G2700030","2015-2019","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",,,128198,102689,25509
"G2700050","2015-2019","MN",,,"Minnesota","27","Becker County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27005","Becker County, Minnesota",,,13617,10691,2926
"G2700070","2015-2019","MN",,,"Minnesota","27","Beltrami County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27007","Beltrami County, Minnesota",,,17372,11650,5722
"G2700090","2015-2019","MN",,,"Minnesota","27","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27009","Benton County, Minnesota",,,16452,11085,5367
"G2700110","2015-2019","MN",,,"Minnesota","27","Big Stone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27011","Big Stone County, Minnesota",,,2298,1676,622
"G2700130","2015-2019","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",,,26091,16179,9912
"G2700150","2015-2019","MN",,,"Minnesota","27","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27015","Brown County, Minnesota",,,10764,8522,2242
"G2700170","2015-2019","MN",,,"Minnesota","27","Carlton County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27017","Carlton County, Minnesota",,,13613,10865,2748
"G2700190","2015-2019","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",,,36754,30105,6649
"G2700210","2015-2019","MN",,,"Minnesota","27","Cass County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27021","Cass County, Minnesota",,,13164,10728,2436
"G2700230","2015-2019","MN",,,"Minnesota","27","Chippewa County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27023","Chippewa County, Minnesota",,,5209,3475,1734
"G2700250","2015-2019","MN",,,"Minnesota","27","Chisago County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27025","Chisago County, Minnesota",,,20242,17480,2762
"G2700270","2015-2019","MN",,,"Minnesota","27","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27027","Clay County, Minnesota",,,24364,16444,7920
"G2700290","2015-2019","MN",,,"Minnesota","27","Clearwater County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27029","Clearwater County, Minnesota",,,3405,2769,636
"G2700310","2015-2019","MN",,,"Minnesota","27","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27031","Cook County, Minnesota",,,2691,2069,622
"G2700330","2015-2019","MN",,,"Minnesota","27","Cottonwood County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27033","Cottonwood County, Minnesota",,,4846,3784,1062
"G2700350","2015-2019","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27035","Crow Wing County, Minnesota",,,26820,20528,6292
"G2700370","2015-2019","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",,,161488,119521,41967
"G2700390","2015-2019","MN",,,"Minnesota","27","Dodge County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27039","Dodge County, Minnesota",,,7756,6510,1246
"G2700410","2015-2019","MN",,,"Minnesota","27","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27041","Douglas County, Minnesota",,,16663,12380,4283
"G2700430","2015-2019","MN",,,"Minnesota","27","Faribault County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27043","Faribault County, Minnesota",,,6137,4756,1381
"G2700450","2015-2019","MN",,,"Minnesota","27","Fillmore County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27045","Fillmore County, Minnesota",,,8616,6963,1653
"G2700470","2015-2019","MN",,,"Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27047","Freeborn County, Minnesota",,,13009,9975,3034
"G2700490","2015-2019","MN",,,"Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27049","Goodhue County, Minnesota",,,19452,14644,4808
"G2700510","2015-2019","MN",,,"Minnesota","27","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27051","Grant County, Minnesota",,,2612,2022,590
"G2700530","2015-2019","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",,,508030,316847,191183
"G2700550","2015-2019","MN",,,"Minnesota","27","Houston County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27055","Houston County, Minnesota",,,8253,6613,1640
"G2700570","2015-2019","MN",,,"Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27057","Hubbard County, Minnesota",,,8688,7054,1634
"G2700590","2015-2019","MN",,,"Minnesota","27","Isanti County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27059","Isanti County, Minnesota",,,14903,12299,2604
"G2700610","2015-2019","MN",,,"Minnesota","27","Itasca County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27061","Itasca County, Minnesota",,,19506,15853,3653
"G2700630","2015-2019","MN",,,"Minnesota","27","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27063","Jackson County, Minnesota",,,4419,3581,838
"G2700650","2015-2019","MN",,,"Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27065","Kanabec County, Minnesota",,,6439,5461,978
"G2700670","2015-2019","MN",,,"Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27067","Kandiyohi County, Minnesota",,,16889,12500,4389
"G2700690","2015-2019","MN",,,"Minnesota","27","Kittson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27069","Kittson County, Minnesota",,,1860,1498,362
"G2700710","2015-2019","MN",,,"Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27071","Koochiching County, Minnesota",,,5538,4363,1175
"G2700730","2015-2019","MN",,,"Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27073","Lac qui Parle County, Minnesota",,,3090,2501,589
"G2700750","2015-2019","MN",,,"Minnesota","27","Lake County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27075","Lake County, Minnesota",,,5192,4259,933
"G2700770","2015-2019","MN",,,"Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27077","Lake of the Woods County, Minnesota",,,1470,1189,281
"G2700790","2015-2019","MN",,,"Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27079","Le Sueur County, Minnesota",,,10939,8925,2014
"G2700810","2015-2019","MN",,,"Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27081","Lincoln County, Minnesota",,,2468,1945,523
"G2700830","2015-2019","MN",,,"Minnesota","27","Lyon County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27083","Lyon County, Minnesota",,,10018,6851,3167
"G2700850","2015-2019","MN",,,"Minnesota","27","McLeod County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27085","McLeod County, Minnesota",,,14714,11426,3288
"G2700870","2015-2019","MN",,,"Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27087","Mahnomen County, Minnesota",,,1946,1324,622
"G2700890","2015-2019","MN",,,"Minnesota","27","Marshall County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27089","Marshall County, Minnesota",,,3971,3279,692
"G2700910","2015-2019","MN",,,"Minnesota","27","Martin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27091","Martin County, Minnesota",,,8759,6466,2293
"G2700930","2015-2019","MN",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27093","Meeker County, Minnesota",,,9209,7403,1806
"G2700950","2015-2019","MN",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27095","Mille Lacs County, Minnesota",,,10249,7696,2553
"G2700970","2015-2019","MN",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27097","Morrison County, Minnesota",,,13371,10326,3045
"G2700990","2015-2019","MN",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27099","Mower County, Minnesota",,,15565,11359,4206
"G2701010","2015-2019","MN",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27101","Murray County, Minnesota",,,3645,2958,687
"G2701030","2015-2019","MN",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27103","Nicollet County, Minnesota",,,12885,9519,3366
"G2701050","2015-2019","MN",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27105","Nobles County, Minnesota",,,8033,5677,2356
"G2701070","2015-2019","MN",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27107","Norman County, Minnesota",,,2746,2250,496
"G2701090","2015-2019","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",,,62108,45178,16930
"G2701110","2015-2019","MN",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27111","Otter Tail County, Minnesota",,,24687,19324,5363
"G2701130","2015-2019","MN",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27113","Pennington County, Minnesota",,,5995,4366,1629
"G2701150","2015-2019","MN",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27115","Pine County, Minnesota",,,10760,8707,2053
"G2701170","2015-2019","MN",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27117","Pipestone County, Minnesota",,,3973,2976,997
"G2701190","2015-2019","MN",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27119","Polk County, Minnesota",,,12584,9179,3405
"G2701210","2015-2019","MN",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27121","Pope County, Minnesota",,,4981,3862,1119
"G2701230","2015-2019","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",,,209043,124254,84789
"G2701250","2015-2019","MN",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27125","Red Lake County, Minnesota",,,1669,1395,274
"G2701270","2015-2019","MN",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27127","Redwood County, Minnesota",,,6261,4914,1347
"G2701290","2015-2019","MN",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27129","Renville County, Minnesota",,,6085,4744,1341
"G2701310","2015-2019","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",,,23005,17018,5987
"G2701330","2015-2019","MN",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27133","Rock County, Minnesota",,,3914,2954,960
"G2701350","2015-2019","MN",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27135","Roseau County, Minnesota",,,5980,4877,1103
"G2701370","2015-2019","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",,,85807,61177,24630
"G2701390","2015-2019","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",,,49479,40993,8486
"G2701410","2015-2019","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",,,32206,26938,5268
"G2701430","2015-2019","MN",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27143","Sibley County, Minnesota",,,6031,4771,1260
"G2701450","2015-2019","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",,,59479,40493,18986
"G2701470","2015-2019","MN",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27147","Steele County, Minnesota",,,14692,11043,3649
"G2701490","2015-2019","MN",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27149","Stevens County, Minnesota",,,3624,2481,1143
"G2701510","2015-2019","MN",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27151","Swift County, Minnesota",,,4263,2995,1268
"G2701530","2015-2019","MN",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27153","Todd County, Minnesota",,,9819,8108,1711
"G2701550","2015-2019","MN",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27155","Traverse County, Minnesota",,,1608,1280,328
"G2701570","2015-2019","MN",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27157","Wabasha County, Minnesota",,,9020,7092,1928
"G2701590","2015-2019","MN",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27159","Wadena County, Minnesota",,,5666,4335,1331
"G2701610","2015-2019","MN",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27161","Waseca County, Minnesota",,,7425,5755,1670
"G2701630","2015-2019","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",,,94431,76614,17817
"G2701650","2015-2019","MN",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27165","Watonwan County, Minnesota",,,4310,3314,996
"G2701670","2015-2019","MN",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27167","Wilkin County, Minnesota",,,2818,2201,617
"G2701690","2015-2019","MN",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27169","Winona County, Minnesota",,,19442,13693,5749
"G2701710","2015-2019","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",,,48242,39350,8892
"G2701730","2015-2019","MN",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27173","Yellow Medicine County, Minnesota",,,4087,3247,840
"G2800010","2015-2019","MS",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28001","Adams County, Mississippi",,,11237,7014,4223
"G2800030","2015-2019","MS",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28003","Alcorn County, Mississippi",,,14649,10064,4585
"G2800050","2015-2019","MS",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28005","Amite County, Mississippi",,,5218,4430,788
"G2800070","2015-2019","MS",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28007","Attala County, Mississippi",,,6941,5031,1910
"G2800090","2015-2019","MS",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28009","Benton County, Mississippi",,,3149,2538,611
"G2800110","2015-2019","MS",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28011","Bolivar County, Mississippi",,,12111,6491,5620
"G2800130","2015-2019","MS",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28013","Calhoun County, Mississippi",,,5846,4358,1488
"G2800150","2015-2019","MS",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28015","Carroll County, Mississippi",,,3827,3106,721
"G2800170","2015-2019","MS",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28017","Chickasaw County, Mississippi",,,6476,4513,1963
"G2800190","2015-2019","MS",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28019","Choctaw County, Mississippi",,,3228,2536,692
"G2800210","2015-2019","MS",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28021","Claiborne County, Mississippi",,,2908,2020,888
"G2800230","2015-2019","MS",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28023","Clarke County, Mississippi",,,6237,5195,1042
"G2800250","2015-2019","MS",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28025","Clay County, Mississippi",,,7618,5436,2182
"G2800270","2015-2019","MS",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28027","Coahoma County, Mississippi",,,8782,4442,4340
"G2800290","2015-2019","MS",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28029","Copiah County, Mississippi",,,9414,7271,2143
"G2800310","2015-2019","MS",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28031","Covington County, Mississippi",,,6759,5286,1473
"G2800330","2015-2019","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",,,62890,46531,16359
"G2800350","2015-2019","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",,,28086,15308,12778
"G2800370","2015-2019","MS",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28037","Franklin County, Mississippi",,,2928,2252,676
"G2800390","2015-2019","MS",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28039","George County, Mississippi",,,7592,6210,1382
"G2800410","2015-2019","MS",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28041","Greene County, Mississippi",,,3925,3249,676
"G2800430","2015-2019","MS",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28043","Grenada County, Mississippi",,,8391,5367,3024
"G2800450","2015-2019","MS",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28045","Hancock County, Mississippi",,,20036,15131,4905
"G2800470","2015-2019","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",,,78104,44241,33863
"G2800490","2015-2019","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",,,88611,51408,37203
"G2800510","2015-2019","MS",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28051","Holmes County, Mississippi",,,6188,3791,2397
"G2800530","2015-2019","MS",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28053","Humphreys County, Mississippi",,,3186,1971,1215
"G2800550","2015-2019","MS",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28055","Issaquena County, Mississippi",,,483,211,272
"G2800570","2015-2019","MS",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28057","Itawamba County, Mississippi",,,8653,6606,2047
"G2800590","2015-2019","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",,,52423,36586,15837
"G2800610","2015-2019","MS",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28061","Jasper County, Mississippi",,,6629,5637,992
"G2800630","2015-2019","MS",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28063","Jefferson County, Mississippi",,,2448,1649,799
"G2800650","2015-2019","MS",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28065","Jefferson Davis County, Mississippi",,,4713,3563,1150
"G2800670","2015-2019","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,24858,18059,6799
