GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37M001,AH37M002,AH37M003
"G0500810","2013-2017",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",,,248,234,228
"G0500830","2013-2017",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",,,280,255,294
"G0500850","2013-2017",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",,,458,590,520
"G0500870","2013-2017",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",,,232,240,214
"G0500890","2013-2017",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",,,289,271,216
"G0500910","2013-2017",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",,,357,454,428
"G0500930","2013-2017",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",,,404,412,480
"G0500950","2013-2017",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",,,171,139,150
"G0500970","2013-2017",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",,,170,167,123
"G0500990","2013-2017",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",,,213,181,181
"G0501010","2013-2017",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",,,194,160,117
"G0501030","2013-2017",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",,,429,326,403
"G0501050","2013-2017",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",,,193,195,146
"G0501070","2013-2017",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",,,316,265,327
"G0501090","2013-2017",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",,,187,208,151
"G0501110","2013-2017",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",,,214,284,279
"G0501130","2013-2017",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",,,272,265,236
"G0501150","2013-2017",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",,,449,527,490
"G0501170","2013-2017",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",,,128,150,135
"G0501190","2013-2017",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",,,1339,1399,1397
"G0501210","2013-2017",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",,,231,263,248
"G0501230","2013-2017",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",,,302,278,363
"G0501250","2013-2017",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",,,497,719,583
"G0501270","2013-2017",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",,,216,198,159
"G0501290","2013-2017",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",,,163,159,144
"G0501310","2013-2017",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",,,627,894,825
"G0501330","2013-2017",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",,,195,217,204
"G0501350","2013-2017",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",,,333,259,251
"G0501370","2013-2017",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",,,280,255,234
"G0501390","2013-2017",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",,,413,427,383
"G0501410","2013-2017",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",,,249,235,231
"G0501430","2013-2017",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",,,792,1125,1236
"G0501450","2013-2017",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",,,543,605,608
"G0501470","2013-2017",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",,,172,158,134
"G0501490","2013-2017",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",,,267,283,238
"G0600010","2013-2017",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",,,1516,2673,2310
"G0600030","2013-2017",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",,,57,52,25
"G0600050","2013-2017",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",,,362,393,311
"G0600070","2013-2017",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",,,856,872,1000
"G0600090","2013-2017",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",,,489,538,453
"G0600110","2013-2017",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",,,174,251,267
"G0600130","2013-2017",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",,,1368,2183,1837
"G0600150","2013-2017",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",,,318,324,360
"G0600170","2013-2017",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",,,749,867,832
"G0600190","2013-2017",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",,,1180,1962,1943
"G0600210","2013-2017",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",,,238,372,388
"G0600230","2013-2017",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",,,755,731,779
"G0600250","2013-2017",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",,,731,691,815
"G0600270","2013-2017",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",,,218,224,258
"G0600290","2013-2017",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",,,1465,1698,1820
"G0600310","2013-2017",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",,,476,705,746
"G0600330","2013-2017",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",,,607,617,631
"G0600350","2013-2017",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",,,341,288,296
"G0600370","2013-2017",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",,,5018,10252,7178
"G0600390","2013-2017",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",,,588,827,708
"G0600410","2013-2017",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",,,794,1030,1126
"G0600430","2013-2017",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",,,366,257,299
"G0600450","2013-2017",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",,,589,624,668
"G0600470","2013-2017",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",,,562,952,977
"G0600490","2013-2017",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",,,220,178,174
"G0600510","2013-2017",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",,,445,342,399
"G0600530","2013-2017",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",,,761,1155,1173
"G0600550","2013-2017",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",,,524,621,573
"G0600570","2013-2017",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",,,668,685,652
"G0600590","2013-2017",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",,,2063,3300,3043
"G0600610","2013-2017",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",,,758,1014,932
"G0600630","2013-2017",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",,,349,358,277
"G0600650","2013-2017",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",,,2199,3357,2399
"G0600670","2013-2017",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",,,1445,2654,2355
"G0600690","2013-2017",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",,,175,299,338
"G0600710","2013-2017",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",,,2348,3309,2981
"G0600730","2013-2017",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",,,2983,4210,3559
"G0600750","2013-2017",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",,,1742,1711,2065
"G0600770","2013-2017",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",,,1054,1597,1553
"G0600790","2013-2017",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",,,886,1069,1107
"G0600810","2013-2017",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",,,1009,1691,1666
"G0600830","2013-2017",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",,,864,1161,1081
"G0600850","2013-2017",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",,,1707,2589,2269
"G0600870","2013-2017",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",,,702,1064,1010
"G0600890","2013-2017",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",,,734,832,827
"G0600910","2013-2017",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",,,156,131,91
"G0600930","2013-2017",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",,,362,346,393
"G0600950","2013-2017",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",,,738,1172,1045
"G0600970","2013-2017",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",,,1004,1245,1425
"G0600990","2013-2017",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",,,939,1627,1523
"G0601010","2013-2017",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",,,390,532,549
"G0601030","2013-2017",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",,,493,547,519
"G0601050","2013-2017",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",,,241,242,218
"G0601070","2013-2017",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",,,801,1194,1299
"G0601090","2013-2017",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",,,535,609,556
"G0601110","2013-2017",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",,,1040,1861,1783
"G0601130","2013-2017",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",,,576,764,903
"G0601150","2013-2017",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,472,567,570
"G0800010","2013-2017",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",,,673,1168,1338
"G0800030","2013-2017",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",,,246,228,269
"G0800050","2013-2017",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",,,1016,1535,1479
"G0800070","2013-2017",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",,,254,217,233
"G0800090","2013-2017",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",,,83,76,79
"G0800110","2013-2017",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",,,196,132,128
"G0800130","2013-2017",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",,,746,1035,997
"G0800140","2013-2017",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,262,342,421
"G0800150","2013-2017",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",,,344,369,273
"G0800170","2013-2017",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",,,73,64,46
"G0800190","2013-2017",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",,,236,199,212
"G0800210","2013-2017",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",,,112,116,100
"G0800230","2013-2017",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",,,124,113,80
"G0800250","2013-2017",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",,,142,116,96
"G0800270","2013-2017",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",,,145,175,107
"G0800290","2013-2017",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",,,335,353,314
"G0800310","2013-2017",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",,,1398,1637,1880
"G0800330","2013-2017",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",,,72,68,38
"G0800350","2013-2017",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,552,699,745
"G0800370","2013-2017",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",,,521,546,418
"G0800390","2013-2017",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",,,119,169,151
"G0800410","2013-2017",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",,,1085,1446,1525
"G0800430","2013-2017",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",,,534,465,418
"G0800450","2013-2017",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",,,434,469,523
"G0800470","2013-2017",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",,,200,197,135
"G0800490","2013-2017",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",,,439,330,330
"G0800510","2013-2017",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",,,319,259,297
"G0800530","2013-2017",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",,,45,44,34
"G0800550","2013-2017",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",,,194,197,188
"G0800570","2013-2017",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",,,60,63,45
"G0800590","2013-2017",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",,,919,1114,1125
"G0800610","2013-2017",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",,,53,51,35
"G0800630","2013-2017",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",,,200,156,144
"G0800650","2013-2017",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",,,214,224,269
"G0800670","2013-2017",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",,,525,478,502
"G0800690","2013-2017",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",,,771,918,1003
"G0800710","2013-2017",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",,,268,222,226
"G0800730","2013-2017",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",,,616,287,342
"G0800750","2013-2017",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",,,244,297,311
"G0800770","2013-2017",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",,,726,835,764
"G0800790","2013-2017",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",,,54,49,32
"G0800810","2013-2017",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",,,229,192,253
"G0800830","2013-2017",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montezuma County, Colorado",,,296,305,316
"G0800850","2013-2017",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montrose County, Colorado",,,281,380,409
"G0800870","2013-2017",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Colorado",,,267,330,349
"G0800890","2013-2017",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, Colorado",,,222,197,271
"G0800910","2013-2017",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouray County, Colorado",,,108,125,113
"G0800930","2013-2017",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Colorado",,,413,359,260
"G0800950","2013-2017",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Colorado",,,98,104,105
"G0800970","2013-2017",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitkin County, Colorado",,,425,370,429
"G0800990","2013-2017",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prowers County, Colorado",,,214,222,245
"G0801010","2013-2017",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo County, Colorado",,,721,870,662
"G0801030","2013-2017",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Blanco County, Colorado",,,132,141,126
"G0801050","2013-2017",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Grande County, Colorado",,,205,165,198
"G0801070","2013-2017",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Routt County, Colorado",,,424,323,354
"G0801090","2013-2017",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saguache County, Colorado",,,144,143,116
"G0801110","2013-2017",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Colorado",,,48,40,27
"G0801130","2013-2017",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, Colorado",,,153,133,152
"G0801150","2013-2017",,,"Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Colorado",,,65,67,60
"G0801170","2013-2017",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Colorado",,,520,539,486
"G0801190","2013-2017",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teller County, Colorado",,,371,339,245
"G0801210","2013-2017",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Colorado",,,153,82,134
"G0801230","2013-2017",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Weld County, Colorado",,,544,759,755
"G0801250","2013-2017",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Colorado",,,141,160,203
"G0900010","2013-2017",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",,,1419,1686,1526
"G0900030","2013-2017",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartford County, Connecticut",,,1439,1578,1485
"G0900050","2013-2017",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",,,786,789,706
"G0900070","2013-2017",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",,,728,709,797
"G0900090","2013-2017",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven County, Connecticut",,,1520,1696,1828
"G0900110","2013-2017",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"New London County, Connecticut",,,872,887,929
"G0900130","2013-2017",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County, Connecticut",,,703,732,692
"G0900150","2013-2017",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Connecticut",,,562,646,616
"G1000010","2013-2017",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Delaware",,,712,1002,941
"G1000030","2013-2017",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle County, Delaware",,,946,1270,1249
"G1000050","2013-2017",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Delaware",,,967,1026,838
"G1100010","2013-2017",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",,,1316,1423,1573
"G1200010","2013-2017",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alachua County, Florida",,,1158,1050,1239
"G1200030","2013-2017",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Florida",,,327,350,328
"G1200050","2013-2017",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay County, Florida",,,883,866,865
"G1200070","2013-2017",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford County, Florida",,,430,419,363
"G1200090","2013-2017",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brevard County, Florida",,,1810,2022,1840
"G1200110","2013-2017",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida",,,3153,3734,3353
"G1200130","2013-2017",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Florida",,,231,249,167
"G1200150","2013-2017",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Florida",,,937,929,723
"G1200170","2013-2017",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus County, Florida",,,1128,945,847
"G1200190","2013-2017",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",,,784,1137,1180
"G1200210","2013-2017",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Collier County, Florida",,,1642,1511,1451
"G1200230","2013-2017",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,453,527,485
"G1200270","2013-2017",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Florida",,,398,384,301
