GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37M001,AH37M002,AH37M003
"G3100070","2013-2017",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",,,40,33,29
"G3100090","2013-2017",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",,,25,24,23
"G3100110","2013-2017",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",,,89,75,79
"G3100130","2013-2017",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",,,189,153,198
"G3100150","2013-2017",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",,,50,54,27
"G3100170","2013-2017",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",,,95,96,92
"G3100190","2013-2017",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",,,260,299,312
"G3100210","2013-2017",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",,,93,97,85
"G3100230","2013-2017",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",,,110,119,104
"G3100250","2013-2017",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",,,204,207,215
"G3100270","2013-2017",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",,,101,101,110
"G3100290","2013-2017",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",,,87,99,79
"G3100310","2013-2017",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",,,118,121,137
"G3100330","2013-2017",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",,,138,179,175
"G3100350","2013-2017",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",,,90,83,72
"G3100370","2013-2017",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",,,133,189,170
"G3100390","2013-2017",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",,,120,137,129
"G3100410","2013-2017",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",,,144,172,167
"G3100430","2013-2017",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",,,185,267,234
"G3100450","2013-2017",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",,,191,181,221
"G3100470","2013-2017",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",,,223,229,258
"G3100490","2013-2017",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",,,64,56,51
"G3100510","2013-2017",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",,,73,75,70
"G3100530","2013-2017",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",,,289,352,406
"G3100550","2013-2017",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",,,913,1260,1360
"G3100570","2013-2017",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",,,73,58,76
"G3100590","2013-2017",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",,,82,98,84
"G3100610","2013-2017",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",,,70,67,44
"G3100630","2013-2017",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",,,48,44,42
"G3100650","2013-2017",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",,,89,92,81
"G3100670","2013-2017",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",,,240,208,229
"G3100690","2013-2017",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",,,53,62,47
"G3100710","2013-2017",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",,,66,61,48
"G3100730","2013-2017",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",,,72,63,58
"G3100750","2013-2017",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",,,28,26,23
"G3100770","2013-2017",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",,,53,47,41
"G3100790","2013-2017",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",,,294,473,467
"G3100810","2013-2017",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",,,118,140,114
"G3100830","2013-2017",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",,,85,75,69
"G3100850","2013-2017",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",,,39,33,34
"G3100870","2013-2017",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",,,74,59,56
"G3100890","2013-2017",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",,,127,148,141
"G3100910","2013-2017",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",,,40,40,30
"G3100930","2013-2017",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",,,94,106,97
"G3100950","2013-2017",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",,,120,125,129
"G3100970","2013-2017",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",,,161,115,97
"G3100990","2013-2017",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",,,77,122,128
"G3101010","2013-2017",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",,,153,142,146
"G3101030","2013-2017",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",,,44,30,38
"G3101050","2013-2017",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",,,80,82,79
"G3101070","2013-2017",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",,,148,115,92
"G3101090","2013-2017",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",,,633,825,919
"G3101110","2013-2017",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",,,314,349,366
"G3101130","2013-2017",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",,,33,34,29
"G3101150","2013-2017",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",,,29,25,17
"G3101170","2013-2017",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",,,29,25,24
"G3101190","2013-2017",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",,,225,283,316
"G3101210","2013-2017",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",,,120,154,125
"G3101230","2013-2017",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",,,103,92,85
"G3101250","2013-2017",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",,,64,74,58
"G3101270","2013-2017",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",,,141,107,136
"G3101290","2013-2017",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",,,89,95,96
"G3101310","2013-2017",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",,,182,162,202
"G3101330","2013-2017",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",,,72,64,58
"G3101350","2013-2017",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",,,57,76,53
"G3101370","2013-2017",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",,,138,178,160
"G3101390","2013-2017",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",,,83,87,82
"G3101410","2013-2017",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",,,222,280,267
"G3101430","2013-2017",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",,,91,106,67
"G3101450","2013-2017",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",,,168,183,190
"G3101470","2013-2017",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",,,160,135,162
"G3101490","2013-2017",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",,,55,45,45
"G3101510","2013-2017",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",,,166,239,267
"G3101530","2013-2017",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",,,487,683,582
"G3101550","2013-2017",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",,,179,218,186
"G3101570","2013-2017",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",,,278,343,349
"G3101590","2013-2017",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",,,156,181,166
"G3101610","2013-2017",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",,,106,93,89
"G3101630","2013-2017",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",,,76,74,57
"G3101650","2013-2017",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",,,47,51,34
"G3101670","2013-2017",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",,,94,104,80
"G3101690","2013-2017",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",,,113,110,77
"G3101710","2013-2017",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",,,38,33,30
"G3101730","2013-2017",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",,,45,49,45
"G3101750","2013-2017",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",,,74,84,92
"G3101770","2013-2017",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",,,155,219,238
"G3101790","2013-2017",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",,,158,137,220
"G3101810","2013-2017",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",,,77,69,40
"G3101830","2013-2017",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",,,32,41,32
"G3101850","2013-2017",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",,,182,183,225
"G3200010","2013-2017",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",,,285,298,320
"G3200030","2013-2017",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",,,3122,3776,2699
"G3200050","2013-2017",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",,,256,438,417
"G3200070","2013-2017",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",,,364,411,398
"G3200090","2013-2017",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",,,69,48,53
"G3200110","2013-2017",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",,,80,87,82
"G3200130","2013-2017",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",,,282,309,230
"G3200150","2013-2017",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",,,169,196,128
"G3200170","2013-2017",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",,,227,177,194
"G3200190","2013-2017",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",,,432,503,454
"G3200210","2013-2017",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",,,191,167,140
"G3200230","2013-2017",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",,,499,631,487
"G3200270","2013-2017",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",,,149,139,132
"G3200290","2013-2017",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",,,130,148,102
"G3200310","2013-2017",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",,,933,1275,1199
"G3200330","2013-2017",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",,,236,188,166
"G3205100","2013-2017",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",,,337,418,471
"G3300010","2013-2017",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",,,676,570,463
"G3300030","2013-2017",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",,,654,580,508
"G3300050","2013-2017",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",,,470,535,507
"G3300070","2013-2017",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",,,324,234,319
"G3300090","2013-2017",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",,,606,583,551
"G3300110","2013-2017",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",,,795,1144,1074
"G3300130","2013-2017",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",,,533,598,512
"G3300150","2013-2017",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",,,768,1019,1001
"G3300170","2013-2017",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",,,627,665,721
"G3300190","2013-2017",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",,,377,429,347
"G3400010","2013-2017",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",,,988,943,947
"G3400030","2013-2017",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",,,1166,1853,1873
"G3400050","2013-2017",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",,,1025,1023,926
"G3400070","2013-2017",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",,,1129,1212,1098
"G3400090","2013-2017",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",,,805,595,579
"G3400110","2013-2017",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",,,642,856,814
"G3400130","2013-2017",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",,,1247,1422,1698
"G3400150","2013-2017",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",,,694,1014,856
"G3400170","2013-2017",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",,,1101,1581,1670
"G3400190","2013-2017",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",,,460,570,477
"G3400210","2013-2017",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",,,1059,1256,1236
"G3400230","2013-2017",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",,,1089,1762,1762
"G3400250","2013-2017",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",,,1377,1673,1231
"G3400270","2013-2017",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",,,956,1151,994
"G3400290","2013-2017",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",,,1354,1399,1319
"G3400310","2013-2017",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",,,1120,1306,1389
"G3400330","2013-2017",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",,,438,416,319
"G3400350","2013-2017",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",,,902,1025,990
"G3400370","2013-2017",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",,,553,610,492
"G3400390","2013-2017",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",,,1021,1233,1213
"G3400410","2013-2017",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",,,415,516,510
"G3500010","2013-2017",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",,,1574,1946,1798
"G3500030","2013-2017",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",,,153,160,53
"G3500050","2013-2017",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",,,500,505,488
"G3500060","2013-2017",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",,,271,287,262
"G3500070","2013-2017",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",,,293,201,238
"G3500090","2013-2017",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",,,384,418,459
"G3500110","2013-2017",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",,,93,89,58
"G3500130","2013-2017",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",,,866,887,969
"G3500150","2013-2017",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",,,470,568,553
"G3500170","2013-2017",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",,,410,433,399
"G3500190","2013-2017",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",,,202,148,123
"G3500210","2013-2017",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",,,46,35,27
"G3500230","2013-2017",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",,,105,92,118
"G3500250","2013-2017",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",,,419,476,506
"G3500270","2013-2017",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",,,569,533,347
"G3500280","2013-2017",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",,,225,202,210
"G3500290","2013-2017",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",,,310,324,250
"G3500310","2013-2017",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",,,397,389,378
"G3500330","2013-2017",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",,,183,161,136
"G3500350","2013-2017",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",,,710,556,567
"G3500370","2013-2017",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",,,184,181,167
"G3500390","2013-2017",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",,,443,413,358
"G3500410","2013-2017",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",,,242,243,306
"G3500430","2013-2017",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",,,524,655,560
"G3500450","2013-2017",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",,,593,641,688
"G3500470","2013-2017",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",,,440,369,365
"G3500490","2013-2017",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",,,739,691,626
"G3500510","2013-2017",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",,,259,225,207
"G3500530","2013-2017",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",,,283,256,203
"G3500550","2013-2017",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",,,477,487,342
"G3500570","2013-2017",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",,,268,274,236
"G3500590","2013-2017",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",,,136,99,110
"G3500610","2013-2017",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,515,622,548
"G3600010","2013-2017",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",,,1057,980,1120
"G3600030","2013-2017",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",,,359,293,290
"G3600050","2013-2017",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",,,1337,1815,2130
"G3600070","2013-2017",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",,,783,706,777
