GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UM001,AJ1UM002,AJ1UM003
"G1600090","2014-2018",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",,,191,152,151
"G1600110","2014-2018",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",,,378,385,354
"G1600130","2014-2018",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",,,442,323,343
"G1600150","2014-2018",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",,,157,165,114
"G1600170","2014-2018",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",,,489,476,424
"G1600190","2014-2018",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",,,434,618,573
"G1600210","2014-2018",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",,,224,263,228
"G1600230","2014-2018",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",,,82,80,45
"G1600250","2014-2018",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",,,45,47,31
"G1600270","2014-2018",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",,,568,1051,933
"G1600290","2014-2018",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",,,123,90,126
"G1600310","2014-2018",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",,,171,208,219
"G1600330","2014-2018",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",,,51,49,41
"G1600350","2014-2018",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",,,164,135,114
"G1600370","2014-2018",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",,,149,134,112
"G1600390","2014-2018",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",,,290,319,371
"G1600410","2014-2018",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",,,150,203,171
"G1600430","2014-2018",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",,,167,177,123
"G1600450","2014-2018",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",,,192,277,268
"G1600470","2014-2018",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",,,189,241,248
"G1600490","2014-2018",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",,,258,214,224
"G1600510","2014-2018",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",,,178,270,242
"G1600530","2014-2018",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",,,158,235,242
"G1600550","2014-2018",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",,,642,967,953
"G1600570","2014-2018",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",,,333,305,382
"G1600590","2014-2018",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",,,190,197,162
"G1600610","2014-2018",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",,,38,50,41
"G1600630","2014-2018",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",,,80,99,87
"G1600650","2014-2018",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",,,350,284,372
"G1600670","2014-2018",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",,,202,230,250
"G1600690","2014-2018",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",,,290,338,339
"G1600710","2014-2018",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",,,109,103,87
"G1600730","2014-2018",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",,,136,191,177
"G1600750","2014-2018",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",,,188,281,295
"G1600770","2014-2018",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",,,162,238,195
"G1600790","2014-2018",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",,,165,155,178
"G1600810","2014-2018",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",,,286,213,239
"G1600830","2014-2018",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",,,415,522,556
"G1600850","2014-2018",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",,,357,275,265
"G1600870","2014-2018",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",,,151,163,173
"G1700010","2014-2018",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",,,354,442,401
"G1700030","2014-2018",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",,,138,131,106
"G1700050","2014-2018",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",,,292,230,230
"G1700070","2014-2018",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",,,353,465,440
"G1700090","2014-2018",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",,,132,106,103
"G1700110","2014-2018",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",,,243,258,218
"G1700130","2014-2018",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",,,118,104,58
"G1700150","2014-2018",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",,,214,163,162
"G1700170","2014-2018",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",,,136,159,144
"G1700190","2014-2018",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",,,673,735,867
"G1700210","2014-2018",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",,,287,320,301
"G1700230","2014-2018",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",,,175,197,204
"G1700250","2014-2018",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",,,218,213,200
"G1700270","2014-2018",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",,,300,360,328
"G1700290","2014-2018",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",,,418,418,518
"G1700310","2014-2018",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",,,4298,6464,5066
"G1700330","2014-2018",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",,,323,303,209
"G1700350","2014-2018",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",,,126,160,137
"G1700370","2014-2018",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",,,554,533,715
"G1700390","2014-2018",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",,,206,216,193
"G1700410","2014-2018",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",,,143,213,205
"G1700430","2014-2018",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",,,1247,1761,1474
"G1700450","2014-2018",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",,,208,247,231
"G1700470","2014-2018",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",,,82,93,76
"G1700490","2014-2018",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",,,258,273,266
"G1700510","2014-2018",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",,,225,231,206
"G1700530","2014-2018",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",,,148,196,178
"G1700550","2014-2018",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",,,328,288,270
"G1700570","2014-2018",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",,,318,343,245
"G1700590","2014-2018",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",,,105,109,89
"G1700610","2014-2018",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",,,173,178,121
"G1700630","2014-2018",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",,,264,410,383
"G1700650","2014-2018",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",,,155,183,131
"G1700670","2014-2018",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",,,184,175,135
"G1700690","2014-2018",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",,,119,113,65
"G1700710","2014-2018",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",,,123,112,98
"G1700730","2014-2018",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",,,344,441,337
"G1700750","2014-2018",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",,,232,249,210
"G1700770","2014-2018",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",,,491,388,539
"G1700790","2014-2018",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",,,185,174,131
"G1700810","2014-2018",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",,,199,237,223
"G1700830","2014-2018",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",,,236,278,253
"G1700850","2014-2018",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",,,237,236,229
"G1700870","2014-2018",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",,,172,151,113
"G1700890","2014-2018",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",,,823,1504,1392
"G1700910","2014-2018",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",,,560,523,646
"G1700930","2014-2018",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",,,417,749,708
"G1700950","2014-2018",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",,,379,370,411
"G1700970","2014-2018",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",,,1122,1523,1332
"G1700990","2014-2018",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",,,470,553,489
"G1701010","2014-2018",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",,,218,219,240
"G1701030","2014-2018",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",,,320,293,366
"G1701050","2014-2018",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",,,253,296,281
"G1701070","2014-2018",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",,,234,268,232
"G1701090","2014-2018",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",,,390,315,363
"G1701110","2014-2018",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",,,632,1019,838
"G1701130","2014-2018",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",,,649,721,731
"G1701150","2014-2018",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",,,532,563,538
"G1701170","2014-2018",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",,,320,351,356
"G1701190","2014-2018",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",,,1052,1064,995
"G1701210","2014-2018",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",,,253,278,268
"G1701230","2014-2018",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",,,147,150,119
"G1701250","2014-2018",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",,,151,166,151
"G1701270","2014-2018",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",,,211,234,201
"G1701290","2014-2018",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",,,125,153,152
"G1701310","2014-2018",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",,,159,164,168
"G1701330","2014-2018",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",,,219,322,260
"G1701350","2014-2018",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",,,399,332,280
"G1701370","2014-2018",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",,,312,330,366
"G1701390","2014-2018",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",,,128,178,165
"G1701410","2014-2018",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",,,330,386,381
"G1701430","2014-2018",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",,,818,901,767
"G1701450","2014-2018",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",,,221,260,254
"G1701470","2014-2018",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",,,167,155,180
"G1701490","2014-2018",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",,,164,177,180
"G1701510","2014-2018",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",,,122,113,60
"G1701530","2014-2018",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",,,126,97,92
"G1701550","2014-2018",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",,,115,110,76
"G1701570","2014-2018",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",,,251,266,244
"G1701590","2014-2018",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",,,194,177,190
"G1701610","2014-2018",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",,,487,715,643
"G1701630","2014-2018",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",,,1185,1053,1102
"G1701650","2014-2018",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",,,269,270,276
"G1701670","2014-2018",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",,,755,833,817
"G1701690","2014-2018",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",,,196,220,146
"G1701710","2014-2018",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",,,88,85,70
"G1701730","2014-2018",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",,,204,245,196
"G1701750","2014-2018",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",,,92,100,78
"G1701770","2014-2018",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",,,311,351,441
"G1701790","2014-2018",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",,,528,760,751
"G1701810","2014-2018",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",,,209,233,231
"G1701830","2014-2018",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",,,383,476,507
"G1701850","2014-2018",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",,,337,320,168
"G1701870","2014-2018",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",,,218,266,209
"G1701890","2014-2018",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",,,134,171,145
"G1701910","2014-2018",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",,,226,226,183
"G1701930","2014-2018",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",,,229,217,189
"G1701950","2014-2018",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",,,325,403,439
"G1701970","2014-2018",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",,,1185,1548,1208
"G1701990","2014-2018",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",,,478,504,479
"G1702010","2014-2018",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",,,798,939,850
"G1702030","2014-2018",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",,,190,283,266
"G1800010","2014-2018",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",,,242,362,299
"G1800030","2014-2018",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",,,797,1149,992
"G1800050","2014-2018",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",,,423,565,592
"G1800070","2014-2018",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",,,117,132,119
"G1800090","2014-2018",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",,,155,176,175
"G1800110","2014-2018",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",,,415,432,439
"G1800130","2014-2018",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",,,218,245,193
"G1800150","2014-2018",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",,,233,196,183
"G1800170","2014-2018",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",,,273,300,304
"G1800190","2014-2018",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",,,614,727,653
"G1800210","2014-2018",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",,,297,296,268
"G1800230","2014-2018",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",,,235,289,262
"G1800250","2014-2018",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",,,211,194,117
"G1800270","2014-2018",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",,,218,274,258
"G1800290","2014-2018",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",,,360,403,335
"G1800310","2014-2018",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",,,213,283,304
"G1800330","2014-2018",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",,,254,385,335
"G1800350","2014-2018",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",,,567,528,709
"G1800370","2014-2018",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",,,358,373,429
"G1800390","2014-2018",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",,,538,822,839
"G1800410","2014-2018",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",,,254,303,317
"G1800430","2014-2018",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",,,498,472,502
"G1800450","2014-2018",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",,,177,174,184
"G1800470","2014-2018",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",,,201,293,271
"G1800490","2014-2018",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",,,244,292,254
"G1800510","2014-2018",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",,,253,274,246
"G1800530","2014-2018",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",,,526,538,487
"G1800550","2014-2018",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",,,299,296,238
"G1800570","2014-2018",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",,,741,1020,1027
"G1800590","2014-2018",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,363,472,457
"G1800610","2014-2018",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",,,398,450,358
"G1800630","2014-2018",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",,,505,737,727
"G1800650","2014-2018",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",,,360,371,396
"G1800670","2014-2018",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",,,547,597,622
"G1800690","2014-2018",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",,,230,281,256
"G1800710","2014-2018",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",,,376,418,363
"G1800730","2014-2018",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",,,253,323,281
"G1800750","2014-2018",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",,,214,253,212
"G1800770","2014-2018",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",,,337,361,332
