GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UM001,AJ1UM002,AJ1UM003
"G1800790","2014-2018",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",,,269,347,300
"G1800810","2014-2018",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",,,679,803,911
"G1800830","2014-2018",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",,,362,306,344
"G1800850","2014-2018",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",,,460,506,455
"G1800870","2014-2018",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",,,278,288,255
"G1800890","2014-2018",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",,,1136,1457,1383
"G1800910","2014-2018",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",,,508,564,513
"G1800930","2014-2018",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",,,377,477,432
"G1800950","2014-2018",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",,,523,706,662
"G1800970","2014-2018",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",,,1819,2244,2199
"G1800990","2014-2018",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",,,305,364,383
"G1801010","2014-2018",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",,,134,189,152
"G1801030","2014-2018",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",,,252,318,346
"G1801050","2014-2018",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",,,732,650,772
"G1801070","2014-2018",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",,,267,311,359
"G1801090","2014-2018",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,374,558,478
"G1801110","2014-2018",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",,,145,183,147
"G1801130","2014-2018",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",,,333,411,369
"G1801150","2014-2018",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",,,100,110,107
"G1801170","2014-2018",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",,,237,261,224
"G1801190","2014-2018",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",,,245,264,239
"G1801210","2014-2018",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",,,252,227,204
"G1801230","2014-2018",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",,,222,206,194
"G1801250","2014-2018",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",,,141,191,147
"G1801270","2014-2018",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",,,603,880,807
"G1801290","2014-2018",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",,,252,285,250
"G1801310","2014-2018",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",,,166,166,175
"G1801330","2014-2018",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",,,298,312,334
"G1801350","2014-2018",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",,,220,242,248
"G1801370","2014-2018",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",,,204,262,227
"G1801390","2014-2018",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",,,205,257,214
"G1801410","2014-2018",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",,,856,906,914
"G1801430","2014-2018",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",,,314,327,327
"G1801450","2014-2018",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",,,290,326,319
"G1801470","2014-2018",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",,,181,188,172
"G1801490","2014-2018",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",,,274,283,223
"G1801510","2014-2018",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",,,308,292,285
"G1801530","2014-2018",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",,,240,277,257
"G1801550","2014-2018",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",,,187,174,171
"G1801570","2014-2018",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",,,812,737,920
"G1801590","2014-2018",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",,,190,236,217
"G1801610","2014-2018",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",,,103,116,95
"G1801630","2014-2018",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",,,721,847,821
"G1801650","2014-2018",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",,,205,213,220
"G1801670","2014-2018",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",,,642,641,694
"G1801690","2014-2018",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",,,266,293,261
"G1801710","2014-2018",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",,,114,113,92
"G1801730","2014-2018",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",,,279,444,423
"G1801750","2014-2018",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",,,320,337,274
"G1801770","2014-2018",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",,,458,487,518
"G1801790","2014-2018",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",,,214,262,238
"G1801810","2014-2018",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",,,289,292,239
"G1801830","2014-2018",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",,,229,288,279
"G1900010","2014-2018",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",,,122,107,100
"G1900030","2014-2018",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",,,89,76,71
"G1900050","2014-2018",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",,,167,157,147
"G1900070","2014-2018",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",,,156,200,152
"G1900090","2014-2018",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",,,86,105,94
"G1900110","2014-2018",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",,,214,212,207
"G1900130","2014-2018",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",,,549,566,628
"G1900150","2014-2018",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",,,242,277,244
"G1900170","2014-2018",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",,,225,212,178
"G1900190","2014-2018",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",,,192,221,175
"G1900210","2014-2018",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",,,156,179,203
"G1900230","2014-2018",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",,,103,138,144
"G1900250","2014-2018",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",,,209,162,133
"G1900270","2014-2018",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",,,208,218,242
"G1900290","2014-2018",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",,,125,171,190
"G1900310","2014-2018",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",,,178,209,205
"G1900330","2014-2018",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",,,398,389,418
"G1900350","2014-2018",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",,,161,210,221
"G1900370","2014-2018",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",,,132,157,158
"G1900390","2014-2018",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",,,119,171,197
"G1900410","2014-2018",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",,,195,272,311
"G1900430","2014-2018",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",,,145,176,166
"G1900450","2014-2018",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",,,288,319,313
"G1900470","2014-2018",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",,,228,253,241
"G1900490","2014-2018",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",,,398,560,542
"G1900510","2014-2018",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",,,130,125,99
"G1900530","2014-2018",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",,,130,100,121
"G1900550","2014-2018",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",,,181,187,196
"G1900570","2014-2018",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",,,294,344,362
"G1900590","2014-2018",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",,,268,235,251
"G1900610","2014-2018",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",,,423,435,435
"G1900630","2014-2018",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",,,164,173,162
"G1900650","2014-2018",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",,,198,195,205
"G1900670","2014-2018",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",,,188,205,216
"G1900690","2014-2018",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",,,140,139,162
"G1900710","2014-2018",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",,,107,102,74
"G1900730","2014-2018",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",,,148,147,122
"G1900750","2014-2018",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",,,108,128,125
"G1900770","2014-2018",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",,,145,126,118
"G1900790","2014-2018",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",,,202,229,244
"G1900810","2014-2018",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",,,155,167,128
"G1900830","2014-2018",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",,,179,175,153
"G1900850","2014-2018",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",,,142,145,138
"G1900870","2014-2018",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",,,199,191,225
"G1900890","2014-2018",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",,,137,140,123
"G1900910","2014-2018",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",,,124,149,121
"G1900930","2014-2018",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",,,105,110,117
"G1900950","2014-2018",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",,,134,191,199
"G1900970","2014-2018",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",,,257,261,210
"G1900990","2014-2018",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",,,290,278,302
"G1901010","2014-2018",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",,,226,237,274
"G1901030","2014-2018",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",,,601,642,679
"G1901050","2014-2018",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",,,180,203,223
"G1901070","2014-2018",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",,,102,134,108
"G1901090","2014-2018",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",,,141,169,137
"G1901110","2014-2018",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",,,291,274,310
"G1901130","2014-2018",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",,,732,832,808
"G1901150","2014-2018",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",,,127,140,127
"G1901170","2014-2018",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",,,144,133,138
"G1901190","2014-2018",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",,,127,153,115
"G1901210","2014-2018",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",,,187,218,235
"G1901230","2014-2018",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",,,181,260,216
"G1901250","2014-2018",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",,,213,293,332
"G1901270","2014-2018",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",,,315,357,355
"G1901290","2014-2018",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",,,124,169,172
"G1901310","2014-2018",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",,,162,168,142
"G1901330","2014-2018",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",,,175,119,153
"G1901350","2014-2018",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",,,138,129,145
"G1901370","2014-2018",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",,,275,282,188
"G1901390","2014-2018",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",,,281,394,368
"G1901410","2014-2018",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",,,213,229,215
"G1901430","2014-2018",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",,,103,97,101
"G1901450","2014-2018",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",,,278,231,182
"G1901470","2014-2018",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",,,143,113,117
"G1901490","2014-2018",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",,,189,200,201
"G1901510","2014-2018",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",,,80,101,125
"G1901530","2014-2018",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Iowa",,,1026,1462,1437
"G1901550","2014-2018",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",,,420,493,540
"G1901570","2014-2018",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poweshiek County, Iowa",,,223,221,220
"G1901590","2014-2018",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ringgold County, Iowa",,,89,83,73
"G1901610","2014-2018",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sac County, Iowa",,,103,111,118
"G1901630","2014-2018",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",,,641,707,817
"G1901650","2014-2018",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Iowa",,,148,170,157
"G1901670","2014-2018",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Iowa",,,224,281,230
"G1901690","2014-2018",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",,,522,440,676
"G1901710","2014-2018",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tama County, Iowa",,,140,148,147
"G1901730","2014-2018",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Iowa",,,81,73,76
"G1901750","2014-2018",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Iowa",,,174,178,170
"G1901770","2014-2018",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Iowa",,,130,100,93
"G1901790","2014-2018",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wapello County, Iowa",,,282,284,323
"G1901810","2014-2018",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Iowa",,,224,308,296
"G1901830","2014-2018",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Iowa",,,205,252,230
"G1901850","2014-2018",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Iowa",,,104,107,73
"G1901870","2014-2018",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Iowa",,,278,394,401
"G1901890","2014-2018",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Iowa",,,162,152,163
"G1901910","2014-2018",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winneshiek County, Iowa",,,196,204,166
"G1901930","2014-2018",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury County, Iowa",,,523,534,599
"G1901950","2014-2018",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Iowa",,,102,113,85
"G1901970","2014-2018",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Iowa",,,157,174,160
"G2000010","2014-2018",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kansas",,,176,170,178
"G2000030","2014-2018",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kansas",,,164,163,138
"G2000050","2014-2018",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Kansas",,,257,228,226
"G2000070","2014-2018",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barber County, Kansas",,,97,104,83
"G2000090","2014-2018",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Kansas",,,213,330,286
"G2000110","2014-2018",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kansas",,,229,217,198
"G2000130","2014-2018",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Kansas",,,117,111,103
"G2000150","2014-2018",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,405,483,433
"G2000170","2014-2018",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Kansas",,,74,63,49
"G2000190","2014-2018",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, Kansas",,,84,88,70
"G2000210","2014-2018",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Kansas",,,230,242,223
"G2000230","2014-2018",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Kansas",,,66,67,50
"G2000250","2014-2018",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kansas",,,76,77,52
"G2000270","2014-2018",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kansas",,,214,185,170
"G2000290","2014-2018",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud County, Kansas",,,152,145,128
"G2000310","2014-2018",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffey County, Kansas",,,118,104,83
"G2000330","2014-2018",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Kansas",,,52,63,39
"G2000350","2014-2018",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowley County, Kansas",,,361,311,390
"G2000370","2014-2018",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Kansas",,,343,321,344
"G2000390","2014-2018",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Kansas",,,80,77,94
"G2000410","2014-2018",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Kansas",,,212,276,277
"G2000430","2014-2018",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doniphan County, Kansas",,,114,113,107
"G2000450","2014-2018",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Kansas",,,487,586,662
