GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFE001,AMUFE002,AMUFE003
"G5101710","2016-2020","VA",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51171","Shenandoah County, Virginia",,,17541,12219,5322
"G5101730","2016-2020","VA",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51173","Smyth County, Virginia",,,12694,8901,3793
"G5101750","2016-2020","VA",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51175","Southampton County, Virginia",,,6618,4923,1695
"G5101770","2016-2020","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,45463,35937,9526
"G5101790","2016-2020","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,48160,37266,10894
"G5101810","2016-2020","VA",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51181","Surry County, Virginia",,,2794,2014,780
"G5101830","2016-2020","VA",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51183","Sussex County, Virginia",,,3792,2769,1023
"G5101850","2016-2020","VA",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51185","Tazewell County, Virginia",,,16371,12227,4144
"G5101870","2016-2020","VA",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51187","Warren County, Virginia",,,14641,11077,3564
"G5101910","2016-2020","VA",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51191","Washington County, Virginia",,,22104,16820,5284
"G5101930","2016-2020","VA",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51193","Westmoreland County, Virginia",,,7910,5848,2062
"G5101950","2016-2020","VA",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51195","Wise County, Virginia",,,14916,10262,4654
"G5101970","2016-2020","VA",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51197","Wythe County, Virginia",,,12393,9539,2854
"G5101990","2016-2020","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,25517,18383,7134
"G5105100","2016-2020","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,71289,30931,40358
"G5105200","2016-2020","VA",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51520","Bristol city, Virginia",,,7482,4600,2882
"G5105300","2016-2020","VA",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51530","Buena Vista city, Virginia",,,2509,1539,970
"G5105400","2016-2020","VA",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51540","Charlottesville city, Virginia",,,18814,7550,11264
"G5105500","2016-2020","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",,,86524,62590,23934
"G5105700","2016-2020","VA",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51570","Colonial Heights city, Virginia",,,7094,4674,2420
"G5105800","2016-2020","VA",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51580","Covington city, Virginia",,,2382,1796,586
"G5105900","2016-2020","VA",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51590","Danville city, Virginia",,,18266,9180,9086
"G5105950","2016-2020","VA",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51595","Emporia city, Virginia",,,2076,852,1224
"G5106000","2016-2020","VA",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51600","Fairfax city, Virginia",,,8751,6115,2636
"G5106100","2016-2020","VA",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51610","Falls Church city, Virginia",,,5631,3312,2319
"G5106200","2016-2020","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620","Franklin city, Virginia",,,3516,1957,1559
"G5106300","2016-2020","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630","Fredericksburg city, Virginia",,,11059,4398,6661
"G5106400","2016-2020","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640","Galax city, Virginia",,,2614,1774,840
"G5106500","2016-2020","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",,,54847,31233,23614
"G5106600","2016-2020","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660","Harrisonburg city, Virginia",,,16751,6790,9961
"G5106700","2016-2020","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670","Hopewell city, Virginia",,,9362,4407,4955
"G5106780","2016-2020","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678","Lexington city, Virginia",,,2066,1130,936
"G5106800","2016-2020","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",,,28223,14050,14173
"G5106830","2016-2020","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683","Manassas city, Virginia",,,13066,9058,4008
"G5106850","2016-2020","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685","Manassas Park city, Virginia",,,4596,2790,1806
"G5106900","2016-2020","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690","Martinsville city, Virginia",,,5597,3121,2476
"G5107000","2016-2020","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",,,70376,34014,36362
"G5107100","2016-2020","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",,,89398,38853,50545
"G5107200","2016-2020","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720","Norton city, Virginia",,,1877,972,905
"G5107300","2016-2020","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730","Petersburg city, Virginia",,,13231,4771,8460
"G5107350","2016-2020","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735","Poquoson city, Virginia",,,4632,3792,840
"G5107400","2016-2020","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",,,36650,20257,16393
"G5107500","2016-2020","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750","Radford city, Virginia",,,5677,2736,2941
"G5107600","2016-2020","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",,,91005,39801,51204
"G5107700","2016-2020","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",,,41694,21792,19902
"G5107750","2016-2020","VA",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51775","Salem city, Virginia",,,9876,6365,3511
"G5107900","2016-2020","VA",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51790","Staunton city, Virginia",,,10638,6272,4366
"G5108000","2016-2020","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",,,34603,24341,10262
"G5108100","2016-2020","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",,,172452,111517,60935
"G5108200","2016-2020","VA",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51820","Waynesboro city, Virginia",,,9169,5418,3751
"G5108300","2016-2020","VA",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51830","Williamsburg city, Virginia",,,4485,2340,2145
"G5108400","2016-2020","VA",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51840","Winchester city, Virginia",,,10669,4767,5902
"G5300010","2016-2020","WA",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53001","Adams County, Washington",,,6035,3679,2356
"G5300030","2016-2020","WA",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53003","Asotin County, Washington",,,9286,6703,2583
"G5300050","2016-2020","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",,,73073,50485,22588
"G5300070","2016-2020","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,29383,18658,10725
"G5300090","2016-2020","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",,,33197,23679,9518
"G5300110","2016-2020","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",,,178478,119725,58753
"G5300130","2016-2020","WA",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53013","Columbia County, Washington",,,1795,1286,509
"G5300150","2016-2020","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",,,42354,27982,14372
"G5300170","2016-2020","WA",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53017","Douglas County, Washington",,,15435,10504,4931
"G5300190","2016-2020","WA",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53019","Ferry County, Washington",,,3175,2400,775
"G5300210","2016-2020","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,27263,18891,8372
"G5300230","2016-2020","WA",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53023","Garfield County, Washington",,,986,748,238
"G5300250","2016-2020","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",,,31908,20619,11289
"G5300270","2016-2020","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",,,29433,20253,9180
"G5300290","2016-2020","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,35326,25127,10199
"G5300310","2016-2020","WA",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53031","Jefferson County, Washington",,,15051,11674,3377
"G5300330","2016-2020","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",,,900061,508346,391715
"G5300350","2016-2020","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",,,105758,72040,33718
"G5300370","2016-2020","WA",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53037","Kittitas County, Washington",,,19162,11459,7703
"G5300390","2016-2020","WA",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53039","Klickitat County, Washington",,,9268,6550,2718
"G5300410","2016-2020","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",,,31118,21903,9215
"G5300430","2016-2020","WA",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53043","Lincoln County, Washington",,,4628,3600,1028
"G5300450","2016-2020","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",,,25242,19512,5730
"G5300470","2016-2020","WA",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53047","Okanogan County, Washington",,,17884,11720,6164
"G5300490","2016-2020","WA",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53049","Pacific County, Washington",,,9714,8004,1710
"G5300510","2016-2020","WA",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53051","Pend Oreille County, Washington",,,5798,4492,1306
"G5300530","2016-2020","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",,,330999,209486,121513
"G5300550","2016-2020","WA",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53055","San Juan County, Washington",,,8459,6296,2163
"G5300570","2016-2020","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",,,49263,34465,14798
"G5300590","2016-2020","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059","Skamania County, Washington",,,4866,3844,1022
"G5300610","2016-2020","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",,,298815,203320,95495
"G5300630","2016-2020","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",,,206502,130298,76204
"G5300650","2016-2020","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065","Stevens County, Washington",,,17883,14128,3755
"G5300670","2016-2020","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",,,112323,74168,38155
"G5300690","2016-2020","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069","Wahkiakum County, Washington",,,1900,1691,209
"G5300710","2016-2020","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071","Walla Walla County, Washington",,,22773,14570,8203
"G5300730","2016-2020","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",,,88978,55361,33617
"G5300750","2016-2020","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075","Whitman County, Washington",,,18485,8171,10314
"G5300770","2016-2020","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",,,83765,52222,31543
"G5400010","2016-2020","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001","Barbour County, West Virginia",,,6484,4744,1740
"G5400030","2016-2020","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,45702,33975,11727
"G5400050","2016-2020","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005","Boone County, West Virginia",,,8691,6793,1898
"G5400070","2016-2020","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007","Braxton County, West Virginia",,,5341,4196,1145
"G5400090","2016-2020","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009","Brooke County, West Virginia",,,9792,7104,2688
"G5400110","2016-2020","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",,,39296,24457,14839
"G5400130","2016-2020","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013","Calhoun County, West Virginia",,,2814,2254,560
"G5400150","2016-2020","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015","Clay County, West Virginia",,,3385,2654,731
"G5400170","2016-2020","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017","Doddridge County, West Virginia",,,2623,2387,236
"G5400190","2016-2020","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019","Fayette County, West Virginia",,,17388,13639,3749
"G5400210","2016-2020","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021","Gilmer County, West Virginia",,,2516,1771,745
"G5400230","2016-2020","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023","Grant County, West Virginia",,,4842,3915,927
"G5400250","2016-2020","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025","Greenbrier County, West Virginia",,,15436,11158,4278
"G5400270","2016-2020","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027","Hampshire County, West Virginia",,,9165,7374,1791
"G5400290","2016-2020","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029","Hancock County, West Virginia",,,12676,9262,3414
"G5400310","2016-2020","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031","Hardy County, West Virginia",,,5933,4456,1477
"G5400330","2016-2020","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,27213,20060,7153
"G5400350","2016-2020","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035","Jackson County, West Virginia",,,11427,8798,2629
"G5400370","2016-2020","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037","Jefferson County, West Virginia",,,20957,16474,4483
"G5400390","2016-2020","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",,,78137,54908,23229
"G5400410","2016-2020","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041","Lewis County, West Virginia",,,6472,4786,1686
"G5400430","2016-2020","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043","Lincoln County, West Virginia",,,8295,6505,1790
"G5400450","2016-2020","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045","Logan County, West Virginia",,,14164,10204,3960
"G5400470","2016-2020","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047","McDowell County, West Virginia",,,7431,5797,1634
"G5400490","2016-2020","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049","Marion County, West Virginia",,,23033,17135,5898
"G5400510","2016-2020","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051","Marshall County, West Virginia",,,12350,9976,2374
"G5400530","2016-2020","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053","Mason County, West Virginia",,,10593,8749,1844
"G5400550","2016-2020","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055","Mercer County, West Virginia",,,25088,17298,7790
"G5400570","2016-2020","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057","Mineral County, West Virginia",,,10810,8485,2325
"G5400590","2016-2020","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059","Mingo County, West Virginia",,,10174,7272,2902
"G5400610","2016-2020","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",,,40233,23418,16815
"G5400630","2016-2020","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063","Monroe County, West Virginia",,,5496,4294,1202
"G5400650","2016-2020","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065","Morgan County, West Virginia",,,7485,6303,1182
"G5400670","2016-2020","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067","Nicholas County, West Virginia",,,10280,8108,2172
"G5400690","2016-2020","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069","Ohio County, West Virginia",,,17254,11657,5597
"G5400710","2016-2020","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071","Pendleton County, West Virginia",,,3194,2624,570
"G5400730","2016-2020","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073","Pleasants County, West Virginia",,,2822,2367,455
"G5400750","2016-2020","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075","Pocahontas County, West Virginia",,,3578,3016,562
"G5400770","2016-2020","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077","Preston County, West Virginia",,,12430,10100,2330
"G5400790","2016-2020","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079","Putnam County, West Virginia",,,21694,17867,3827
