GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37E001,AH37E002,AH37E003
"G1301050","2013-2017",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Georgia",,,7730,5580,2150
"G1301070","2013-2017",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Emanuel County, Georgia",,,8387,5719,2668
"G1301090","2013-2017",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans County, Georgia",,,4023,2598,1425
"G1301110","2013-2017",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Georgia",,,10175,7817,2358
"G1301130","2013-2017",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Georgia",,,39604,32077,7527
"G1301150","2013-2017",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Georgia",,,35506,21371,14135
"G1301170","2013-2017",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, Georgia",,,70468,59379,11089
"G1301190","2013-2017",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Georgia",,,8322,5623,2699
"G1301210","2013-2017",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Georgia",,,391850,201145,190705
"G1301230","2013-2017",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, Georgia",,,11468,8537,2931
"G1301250","2013-2017",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glascock County, Georgia",,,1083,855,228
"G1301270","2013-2017",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glynn County, Georgia",,,33200,20351,12849
"G1301290","2013-2017",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gordon County, Georgia",,,19959,12818,7141
"G1301310","2013-2017",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grady County, Georgia",,,9092,5548,3544
"G1301330","2013-2017",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Georgia",,,6793,4901,1892
"G1301350","2013-2017",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gwinnett County, Georgia",,,283256,188529,94727
"G1301370","2013-2017",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Habersham County, Georgia",,,15106,11361,3745
"G1301390","2013-2017",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Georgia",,,63095,42572,20523
"G1301410","2013-2017",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Georgia",,,2970,2331,639
"G1301430","2013-2017",,,"Georgia","13","Haralson County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haralson County, Georgia",,,11033,7535,3498
"G1301450","2013-2017",,,"Georgia","13","Harris County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Georgia",,,12088,10240,1848
"G1301470","2013-2017",,,"Georgia","13","Hart County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Georgia",,,9848,7357,2491
"G1301490","2013-2017",,,"Georgia","13","Heard County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Heard County, Georgia",,,4379,3046,1333
"G1301510","2013-2017",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Georgia",,,72697,52337,20360
"G1301530","2013-2017",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Georgia",,,55200,35396,19804
"G1301550","2013-2017",,,"Georgia","13","Irwin County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Irwin County, Georgia",,,3323,2507,816
"G1301570","2013-2017",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Georgia",,,21785,16780,5005
"G1301590","2013-2017",,,"Georgia","13","Jasper County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Georgia",,,5100,3747,1353
"G1301610","2013-2017",,,"Georgia","13","Jeff Davis County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Georgia",,,5210,3820,1390
"G1301630","2013-2017",,,"Georgia","13","Jefferson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Georgia",,,5797,3726,2071
"G1301650","2013-2017",,,"Georgia","13","Jenkins County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jenkins County, Georgia",,,3375,2317,1058
"G1301670","2013-2017",,,"Georgia","13","Johnson County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Georgia",,,3277,2310,967
"G1301690","2013-2017",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Georgia",,,10472,8437,2035
"G1301710","2013-2017",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Georgia",,,6263,4339,1924
"G1301730","2013-2017",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lanier County, Georgia",,,3744,2306,1438
"G1301750","2013-2017",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, Georgia",,,17437,10956,6481
"G1301770","2013-2017",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Georgia",,,10292,7546,2746
"G1301790","2013-2017",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Georgia",,,23108,10356,12752
"G1301810","2013-2017",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Georgia",,,3438,2496,942
"G1301830","2013-2017",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Long County, Georgia",,,5399,3708,1691
"G1301850","2013-2017",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Georgia",,,40318,21035,19283
"G1301870","2013-2017",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumpkin County, Georgia",,,11412,7321,4091
"G1301890","2013-2017",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDuffie County, Georgia",,,8156,5008,3148
"G1301910","2013-2017",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, Georgia",,,5730,4513,1217
"G1301930","2013-2017",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Georgia",,,4618,2935,1683
"G1301950","2013-2017",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Georgia",,,10571,7833,2738
"G1301970","2013-2017",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Georgia",,,3263,2366,897
"G1301990","2013-2017",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Meriwether County, Georgia",,,8108,5533,2575
"G1302010","2013-2017",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Georgia",,,2326,1535,791
"G1302050","2013-2017",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Georgia",,,7991,5267,2724
"G1302070","2013-2017",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Georgia",,,9590,7398,2192
"G1302090","2013-2017",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Georgia",,,3077,2261,816
"G1302110","2013-2017",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Georgia",,,6698,5003,1695
"G1302130","2013-2017",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Georgia",,,14176,9620,4556
"G1302150","2013-2017",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscogee County, Georgia",,,73179,35455,37724
"G1302170","2013-2017",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Georgia",,,35823,24729,11094
"G1302190","2013-2017",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, Georgia",,,12693,10432,2261
"G1302210","2013-2017",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglethorpe County, Georgia",,,5642,4387,1255
"G1302230","2013-2017",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Georgia",,,51397,39939,11458
"G1302250","2013-2017",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,"Peach County, Georgia",,,10113,6639,3474
"G1302270","2013-2017",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Georgia",,,11379,8825,2554
"G1302290","2013-2017",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Georgia",,,6975,5123,1852
"G1302310","2013-2017",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Georgia",,,5963,4968,995
"G1302330","2013-2017",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Georgia",,,14949,9646,5303
"G1302350","2013-2017",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Georgia",,,3893,2384,1509
"G1302370","2013-2017",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Georgia",,,8662,6490,2172
"G1302390","2013-2017",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Georgia",,,978,725,253
"G1302410","2013-2017",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rabun County, Georgia",,,6506,4824,1682
"G1302430","2013-2017",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Georgia",,,2864,1732,1132
"G1302450","2013-2017",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Georgia",,,72361,38434,33927
"G1302470","2013-2017",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockdale County, Georgia",,,29937,20520,9417
"G1302490","2013-2017",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schley County, Georgia",,,1925,1268,657
"G1302510","2013-2017",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,"Screven County, Georgia",,,5268,3643,1625
"G1302530","2013-2017",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Georgia",,,3353,2380,973
"G1302550","2013-2017",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spalding County, Georgia",,,23475,14404,9071
"G1302570","2013-2017",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Georgia",,,9427,6620,2807
"G1302590","2013-2017",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Georgia",,,1780,1211,569
"G1302610","2013-2017",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Georgia",,,11871,6626,5245
"G1302630","2013-2017",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Georgia",,,2801,2262,539
"G1302650","2013-2017",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taliaferro County, Georgia",,,710,495,215
"G1302670","2013-2017",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattnall County, Georgia",,,8044,5487,2557
"G1302690","2013-2017",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Georgia",,,3554,2471,1083
"G1302710","2013-2017",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,"Telfair County, Georgia",,,5167,3191,1976
"G1302730","2013-2017",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",,,3290,1925,1365
"G1302750","2013-2017",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",,,17254,11116,6138
"G1302770","2013-2017",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",,,14999,8545,6454
"G1302790","2013-2017",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",,,10521,6371,4150
"G1302810","2013-2017",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",,,4588,3708,880
"G1302830","2013-2017",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",,,2633,1870,763
"G1302850","2013-2017",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",,,24679,14074,10605
"G1302870","2013-2017",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",,,3103,2169,934
"G1302890","2013-2017",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",,,2943,2311,632
"G1302910","2013-2017",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",,,8788,7041,1747
"G1302930","2013-2017",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",,,10263,6600,3663
"G1302950","2013-2017",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",,,25564,18475,7089
"G1302970","2013-2017",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Georgia",,,30488,22243,8245
"G1302990","2013-2017",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware County, Georgia",,,13903,8777,5126
"G1303010","2013-2017",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Georgia",,,2274,1526,748
"G1303030","2013-2017",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Georgia",,,7384,5080,2304
"G1303050","2013-2017",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Georgia",,,10362,6537,3825
"G1303070","2013-2017",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Georgia",,,1091,851,240
"G1303090","2013-2017",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Georgia",,,1972,1259,713
"G1303110","2013-2017",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Georgia",,,11250,8227,3023
"G1303130","2013-2017",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitfield County, Georgia",,,35384,21835,13549
"G1303150","2013-2017",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Georgia",,,2676,1956,720
"G1303170","2013-2017",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, Georgia",,,3971,2689,1282
"G1303190","2013-2017",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Georgia",,,3288,2518,770
"G1303210","2013-2017",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Georgia",,,7899,5343,2556
"G1500010","2013-2017",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",,,67054,44942,22112
"G1500030","2013-2017",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",,,311451,173242,138209
"G1500050","2013-2017",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",,,53,2,51
"G1500070","2013-2017",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",,,22563,14213,8350
"G1500090","2013-2017",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",,,54381,32223,22158
"G1600010","2013-2017",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",,,164389,112238,52151
"G1600030","2013-2017",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",,,1736,1386,350
"G1600050","2013-2017",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",,,30790,21200,9590
"G1600070","2013-2017",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",,,2313,1817,496
"G1600090","2013-2017",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",,,3508,2596,912
"G1600110","2013-2017",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",,,14903,11147,3756
"G1600130","2013-2017",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",,,8273,5528,2745
"G1600150","2013-2017",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",,,3004,2490,514
"G1600170","2013-2017",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",,,17563,12782,4781
"G1600190","2013-2017",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",,,38400,27120,11280
"G1600210","2013-2017",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",,,4490,3317,1173
"G1600230","2013-2017",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",,,1049,870,179
"G1600250","2013-2017",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",,,370,272,98
"G1600270","2013-2017",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",,,69303,46834,22469
"G1600290","2013-2017",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",,,2533,2124,409
"G1600310","2013-2017",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",,,7827,5455,2372
"G1600330","2013-2017",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",,,313,173,140
"G1600350","2013-2017",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",,,3706,2848,858
"G1600370","2013-2017",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",,,1850,1410,440
"G1600390","2013-2017",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",,,10062,5823,4239
"G1600410","2013-2017",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",,,4286,3449,837
"G1600430","2013-2017",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",,,4383,3509,874
"G1600450","2013-2017",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",,,6404,4788,1616
"G1600470","2013-2017",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",,,5550,3764,1786
"G1600490","2013-2017",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",,,6480,5124,1356
"G1600510","2013-2017",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",,,8470,6861,1609
"G1600530","2013-2017",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",,,7741,4963,2778
"G1600550","2013-2017",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",,,58873,41729,17144
"G1600570","2013-2017",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",,,15448,8230,7218
"G1600590","2013-2017",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",,,3703,2611,1092
"G1600610","2013-2017",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",,,1626,1201,425
"G1600630","2013-2017",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",,,1609,1115,494
"G1600650","2013-2017",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",,,10633,4930,5703
"G1600670","2013-2017",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",,,7357,5227,2130
"G1600690","2013-2017",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",,,16308,11555,4753
"G1600710","2013-2017",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",,,1581,1243,338
"G1600730","2013-2017",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",,,4190,2865,1325
"G1600750","2013-2017",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",,,8571,6342,2229
"G1600770","2013-2017",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",,,2544,1784,760
"G1600790","2013-2017",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",,,5614,3933,1681
"G1600810","2013-2017",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",,,3764,2742,1022
"G1600830","2013-2017",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",,,30096,20461,9635
"G1600850","2013-2017",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",,,3532,2673,859
"G1600870","2013-2017",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",,,3979,2910,1069
"G1700010","2013-2017",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",,,27461,19373,8088
"G1700030","2013-2017",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",,,2432,1714,718
"G1700050","2013-2017",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",,,6132,4803,1329
"G1700070","2013-2017",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",,,18709,14820,3889
"G1700090","2013-2017",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",,,2066,1628,438
"G1700110","2013-2017",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",,,13816,10518,3298
"G1700130","2013-2017",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",,,1881,1546,335
"G1700150","2013-2017",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",,,6573,5048,1525
"G1700170","2013-2017",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",,,5160,3786,1374
"G1700190","2013-2017",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",,,81418,44405,37013
"G1700210","2013-2017",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",,,13892,10449,3443
"G1700230","2013-2017",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",,,6809,5061,1748
"G1700250","2013-2017",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",,,5624,4447,1177
"G1700270","2013-2017",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",,,14183,11440,2743
"G1700290","2013-2017",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",,,21006,12996,8010
"G1700310","2013-2017",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",,,1956561,1112383,844178
"G1700330","2013-2017",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",,,7665,5979,1686
