GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UE001,AJ1UE002,AJ1UE003
"G3000790","2014-2018",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",,,540,469,71
"G3000810","2014-2018",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",,,17108,13021,4087
"G3000830","2014-2018",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",,,4493,2853,1640
"G3000850","2014-2018",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",,,3156,1938,1218
"G3000870","2014-2018",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",,,3147,2236,911
"G3000890","2014-2018",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",,,4953,3791,1162
"G3000910","2014-2018",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",,,1645,1275,370
"G3000930","2014-2018",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",,,15158,10135,5023
"G3000950","2014-2018",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",,,3716,2951,765
"G3000970","2014-2018",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",,,1547,1151,396
"G3000990","2014-2018",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",,,2475,1725,750
"G3001010","2014-2018",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",,,1898,1097,801
"G3001030","2014-2018",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",,,365,246,119
"G3001050","2014-2018",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",,,3436,2620,816
"G3001070","2014-2018",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",,,821,579,242
"G3001090","2014-2018",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",,,497,391,106
"G3001110","2014-2018",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",,,65025,44423,20602
"G3100010","2014-2018",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",,,12710,8674,4036
"G3100030","2014-2018",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",,,2675,2064,611
"G3100050","2014-2018",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",,,193,131,62
"G3100070","2014-2018",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",,,279,204,75
"G3100090","2014-2018",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",,,218,145,73
"G3100110","2014-2018",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",,,2280,1777,503
"G3100130","2014-2018",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",,,4801,3182,1619
"G3100150","2014-2018",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",,,903,734,169
"G3100170","2014-2018",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",,,1434,1064,370
"G3100190","2014-2018",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",,,19165,12176,6989
"G3100210","2014-2018",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",,,2919,2197,722
"G3100230","2014-2018",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",,,3377,2643,734
"G3100250","2014-2018",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",,,10005,8156,1849
"G3100270","2014-2018",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",,,3456,2814,642
"G3100290","2014-2018",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",,,1714,1323,391
"G3100310","2014-2018",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",,,2566,1566,1000
"G3100330","2014-2018",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",,,4434,3049,1385
"G3100350","2014-2018",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",,,2574,2024,550
"G3100370","2014-2018",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",,,3718,2639,1079
"G3100390","2014-2018",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",,,3752,2598,1154
"G3100410","2014-2018",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",,,4846,3370,1476
"G3100430","2014-2018",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",,,7456,4908,2548
"G3100450","2014-2018",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",,,3623,2343,1280
"G3100470","2014-2018",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",,,8997,6097,2900
"G3100490","2014-2018",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",,,824,624,200
"G3100510","2014-2018",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",,,2311,1814,497
"G3100530","2014-2018",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",,,15289,9552,5737
"G3100550","2014-2018",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",,,215787,132654,83133
"G3100570","2014-2018",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",,,865,609,256
"G3100590","2014-2018",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",,,2510,1898,612
"G3100610","2014-2018",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",,,1354,1131,223
"G3100630","2014-2018",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",,,1116,836,280
"G3100650","2014-2018",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",,,2142,1540,602
"G3100670","2014-2018",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",,,9160,6277,2883
"G3100690","2014-2018",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",,,871,672,199
"G3100710","2014-2018",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",,,886,692,194
"G3100730","2014-2018",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",,,877,638,239
"G3100750","2014-2018",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",,,293,220,73
"G3100770","2014-2018",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",,,1034,826,208
"G3100790","2014-2018",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",,,22870,14202,8668
"G3100810","2014-2018",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",,,3699,2990,709
"G3100830","2014-2018",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",,,1521,1218,303
"G3100850","2014-2018",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",,,413,290,123
"G3100870","2014-2018",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",,,1209,882,327
"G3100890","2014-2018",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",,,4435,3259,1176
"G3100910","2014-2018",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",,,319,206,113
"G3100930","2014-2018",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",,,2684,2077,607
"G3100950","2014-2018",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",,,3283,2364,919
"G3100970","2014-2018",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",,,1820,1369,451
"G3100990","2014-2018",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",,,2682,1948,734
"G3101010","2014-2018",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",,,3844,2712,1132
"G3101030","2014-2018",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",,,326,244,82
"G3101050","2014-2018",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",,,1571,1112,459
"G3101070","2014-2018",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",,,3674,2690,984
"G3101090","2014-2018",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",,,122646,73619,49027
"G3101110","2014-2018",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",,,14985,9780,5205
"G3101130","2014-2018",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",,,341,242,99
"G3101150","2014-2018",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",,,279,234,45
"G3101170","2014-2018",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",,,203,139,64
"G3101190","2014-2018",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",,,14254,9364,4890
"G3101210","2014-2018",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",,,3324,2434,890
"G3101230","2014-2018",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",,,1982,1435,547
"G3101250","2014-2018",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",,,1546,1194,352
"G3101270","2014-2018",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",,,2877,2073,804
"G3101290","2014-2018",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",,,1914,1449,465
"G3101310","2014-2018",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",,,6452,4649,1803
"G3101330","2014-2018",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",,,1219,1020,199
"G3101350","2014-2018",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",,,1225,951,274
"G3101370","2014-2018",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",,,3927,2818,1109
"G3101390","2014-2018",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",,,3026,2303,723
"G3101410","2014-2018",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",,,13000,9360,3640
"G3101430","2014-2018",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",,,2052,1642,410
"G3101450","2014-2018",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",,,4459,3279,1180
"G3101470","2014-2018",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",,,3772,2909,863
"G3101490","2014-2018",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",,,626,457,169
"G3101510","2014-2018",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",,,5073,3535,1538
"G3101530","2014-2018",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",,,65045,44950,20095
"G3101550","2014-2018",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",,,8326,6534,1792
"G3101570","2014-2018",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",,,14613,10082,4531
"G3101590","2014-2018",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",,,6596,4747,1849
"G3101610","2014-2018",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",,,2251,1610,641
"G3101630","2014-2018",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",,,1358,1043,315
"G3101650","2014-2018",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",,,579,423,156
"G3101670","2014-2018",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",,,2410,2001,409
"G3101690","2014-2018",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",,,2283,1797,486
"G3101710","2014-2018",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",,,292,212,80
"G3101730","2014-2018",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",,,2175,1298,877
"G3101750","2014-2018",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",,,1840,1365,475
"G3101770","2014-2018",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",,,8125,6397,1728
"G3101790","2014-2018",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",,,3657,2346,1311
"G3101810","2014-2018",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",,,1519,1178,341
"G3101830","2014-2018",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",,,357,252,105
"G3101850","2014-2018",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",,,5691,4022,1669
"G3200010","2014-2018",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",,,9819,6456,3363
"G3200030","2014-2018",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",,,767954,408047,359907
"G3200050","2014-2018",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",,,20579,14376,6203
"G3200070","2014-2018",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",,,17688,12793,4895
"G3200090","2014-2018",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",,,454,264,190
"G3200110","2014-2018",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",,,750,549,201
"G3200130","2014-2018",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",,,6271,4723,1548
"G3200150","2014-2018",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",,,2087,1680,407
"G3200170","2014-2018",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",,,2041,1502,539
"G3200190","2014-2018",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",,,20528,14524,6004
"G3200210","2014-2018",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",,,1938,1322,616
"G3200230","2014-2018",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",,,18668,13252,5416
"G3200270","2014-2018",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",,,1933,1423,510
"G3200290","2014-2018",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",,,1598,1398,200
"G3200310","2014-2018",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",,,177632,103092,74540
"G3200330","2014-2018",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",,,3529,2608,921
"G3205100","2014-2018",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",,,22461,12511,9950
"G3300010","2014-2018",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",,,24739,19027,5712
"G3300030","2014-2018",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",,,21070,16726,4344
"G3300050","2014-2018",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",,,30319,21169,9150
"G3300070","2014-2018",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",,,13720,9729,3991
"G3300090","2014-2018",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",,,34752,23972,10780
"G3300110","2014-2018",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",,,159200,104999,54201
"G3300130","2014-2018",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",,,57843,41397,16446
"G3300150","2014-2018",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",,,120147,92577,27570
"G3300170","2014-2018",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",,,48548,32187,16361
"G3300190","2014-2018",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",,,17740,12975,4765
"G3400010","2014-2018",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",,,99874,67336,32538
"G3400030","2014-2018",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",,,338249,217881,120368
"G3400050","2014-2018",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",,,165496,125355,40141
"G3400070","2014-2018",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",,,187158,124840,62318
"G3400090","2014-2018",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",,,39904,30960,8944
"G3400110","2014-2018",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",,,50608,32602,18006
"G3400130","2014-2018",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",,,282502,124873,157629
"G3400150","2014-2018",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",,,104587,83845,20742
"G3400170","2014-2018",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",,,255429,80382,175047
"G3400190","2014-2018",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",,,47180,39290,7890
"G3400210","2014-2018",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",,,129873,82934,46939
"G3400230","2014-2018",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",,,284174,179974,104200
"G3400250","2014-2018",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",,,233874,172322,61552
"G3400270","2014-2018",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",,,180896,134600,46296
"G3400290","2014-2018",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",,,225270,180179,45091
"G3400310","2014-2018",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",,,163670,86668,77002
"G3400330","2014-2018",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",,,23908,16853,7055
"G3400350","2014-2018",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",,,117012,88500,28512
"G3400370","2014-2018",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",,,53361,44007,9354
"G3400390","2014-2018",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",,,188987,111289,77698
"G3400410","2014-2018",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",,,41350,29723,11627
"G3500010","2014-2018",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",,,265657,166905,98752
"G3500030","2014-2018",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",,,1381,1276,105
"G3500050","2014-2018",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",,,23169,15993,7176
"G3500060","2014-2018",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",,,8939,6239,2700
"G3500070","2014-2018",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",,,5678,3914,1764
"G3500090","2014-2018",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",,,18515,10633,7882
"G3500110","2014-2018",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",,,705,468,237
"G3500130","2014-2018",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",,,77453,47873,29580
"G3500150","2014-2018",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",,,21264,15057,6207
"G3500170","2014-2018",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",,,12003,8436,3567
"G3500190","2014-2018",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",,,1404,918,486
"G3500210","2014-2018",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",,,211,132,79
"G3500230","2014-2018",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",,,1753,1233,520
"G3500250","2014-2018",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",,,22114,14973,7141
