GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFM001,AMUFM002,AMUFM003
"G4701590","2016-2020","TN",,,"Tennessee","47","Smith County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47159","Smith County, Tennessee",,,200,253,239
"G4701610","2016-2020","TN",,,"Tennessee","47","Stewart County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47161","Stewart County, Tennessee",,,294,277,267
"G4701630","2016-2020","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",,,728,1004,991
"G4701650","2016-2020","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",,,626,792,747
"G4701670","2016-2020","TN",,,"Tennessee","47","Tipton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47167","Tipton County, Tennessee",,,387,550,579
"G4701690","2016-2020","TN",,,"Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47169","Trousdale County, Tennessee",,,210,280,261
"G4701710","2016-2020","TN",,,"Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47171","Unicoi County, Tennessee",,,272,363,345
"G4701730","2016-2020","TN",,,"Tennessee","47","Union County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47173","Union County, Tennessee",,,303,339,260
"G4701750","2016-2020","TN",,,"Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47175","Van Buren County, Tennessee",,,110,118,109
"G4701770","2016-2020","TN",,,"Tennessee","47","Warren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47177","Warren County, Tennessee",,,409,454,442
"G4701790","2016-2020","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",,,696,890,957
"G4701810","2016-2020","TN",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47181","Wayne County, Tennessee",,,300,282,262
"G4701830","2016-2020","TN",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47183","Weakley County, Tennessee",,,361,323,399
"G4701850","2016-2020","TN",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47185","White County, Tennessee",,,352,379,439
"G4701870","2016-2020","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,600,1081,1009
"G4701890","2016-2020","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",,,636,797,829
"G4800010","2016-2020","TX",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48001","Anderson County, Texas",,,567,530,545
"G4800030","2016-2020","TX",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48003","Andrews County, Texas",,,215,309,303
"G4800050","2016-2020","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",,,497,704,720
"G4800070","2016-2020","TX",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48007","Aransas County, Texas",,,582,416,397
"G4800090","2016-2020","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009","Archer County, Texas",,,120,122,104
"G4800110","2016-2020","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011","Armstrong County, Texas",,,65,87,56
"G4800130","2016-2020","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013","Atascosa County, Texas",,,403,470,483
"G4800150","2016-2020","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015","Austin County, Texas",,,310,379,354
"G4800170","2016-2020","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017","Bailey County, Texas",,,2040,1540,702
"G4800190","2016-2020","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019","Bandera County, Texas",,,327,359,248
"G4800210","2016-2020","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,608,762,615
"G4800230","2016-2020","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023","Baylor County, Texas",,,105,122,112
"G4800250","2016-2020","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025","Bee County, Texas",,,450,429,421
"G4800270","2016-2020","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",,,1067,1423,1345
"G4800290","2016-2020","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",,,2058,3519,3044
"G4800310","2016-2020","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031","Blanco County, Texas",,,190,214,178
"G4800330","2016-2020","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033","Borden County, Texas",,,43,33,30
"G4800350","2016-2020","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035","Bosque County, Texas",,,242,257,244
"G4800370","2016-2020","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",,,588,623,591
"G4800390","2016-2020","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",,,1314,1697,1589
"G4800410","2016-2020","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",,,1093,901,1289
"G4800430","2016-2020","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043","Brewster County, Texas",,,240,270,281
"G4800450","2016-2020","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045","Briscoe County, Texas",,,71,70,49
"G4800470","2016-2020","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047","Brooks County, Texas",,,293,210,273
"G4800490","2016-2020","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049","Brown County, Texas",,,421,409,368
"G4800510","2016-2020","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051","Burleson County, Texas",,,276,318,252
"G4800530","2016-2020","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053","Burnet County, Texas",,,615,559,425
"G4800550","2016-2020","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055","Caldwell County, Texas",,,350,443,412
"G4800570","2016-2020","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057","Calhoun County, Texas",,,309,322,310
"G4800590","2016-2020","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059","Callahan County, Texas",,,191,199,142
"G4800610","2016-2020","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",,,1167,1573,1447
"G4800630","2016-2020","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063","Camp County, Texas",,,225,255,214
"G4800650","2016-2020","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065","Carson County, Texas",,,96,119,99
"G4800670","2016-2020","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067","Cass County, Texas",,,356,402,353
"G4800690","2016-2020","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069","Castro County, Texas",,,127,169,163
"G4800710","2016-2020","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071","Chambers County, Texas",,,398,492,487
"G4800730","2016-2020","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073","Cherokee County, Texas",,,351,413,433
"G4800750","2016-2020","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075","Childress County, Texas",,,183,199,230
"G4800770","2016-2020","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077","Clay County, Texas",,,179,156,137
"G4800790","2016-2020","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079","Cochran County, Texas",,,69,69,66
"G4800810","2016-2020","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081","Coke County, Texas",,,93,121,107
"G4800830","2016-2020","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083","Coleman County, Texas",,,222,237,166
"G4800850","2016-2020","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",,,1502,2601,2472
"G4800870","2016-2020","TX",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48087","Collingsworth County, Texas",,,90,95,59
"G4800890","2016-2020","TX",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48089","Colorado County, Texas",,,334,337,243
"G4800910","2016-2020","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,612,917,912
"G4800930","2016-2020","TX",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48093","Comanche County, Texas",,,227,249,170
"G4800950","2016-2020","TX",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48095","Concho County, Texas",,,180,126,86
"G4800970","2016-2020","TX",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48097","Cooke County, Texas",,,268,430,430
"G4800990","2016-2020","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",,,577,545,635
"G4801010","2016-2020","TX",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48101","Cottle County, Texas",,,102,83,84
"G4801030","2016-2020","TX",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48103","Crane County, Texas",,,79,99,73
"G4801050","2016-2020","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105","Crockett County, Texas",,,158,149,158
"G4801070","2016-2020","TX",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48107","Crosby County, Texas",,,105,105,104
"G4801090","2016-2020","TX",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48109","Culberson County, Texas",,,179,152,100
"G4801110","2016-2020","TX",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48111","Dallam County, Texas",,,199,185,172
"G4801130","2016-2020","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",,,2684,4250,3730
"G4801150","2016-2020","TX",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48115","Dawson County, Texas",,,172,183,200
"G4801170","2016-2020","TX",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48117","Deaf Smith County, Texas",,,215,271,249
"G4801190","2016-2020","TX",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48119","Delta County, Texas",,,189,181,97
"G4801210","2016-2020","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",,,1176,1697,1550
"G4801230","2016-2020","TX",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48123","DeWitt County, Texas",,,260,270,233
"G4801250","2016-2020","TX",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48125","Dickens County, Texas",,,79,83,51
"G4801270","2016-2020","TX",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48127","Dimmit County, Texas",,,254,285,225
"G4801290","2016-2020","TX",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48129","Donley County, Texas",,,104,79,86
"G4801310","2016-2020","TX",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48131","Duval County, Texas",,,268,194,212
"G4801330","2016-2020","TX",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48133","Eastland County, Texas",,,357,359,263
"G4801350","2016-2020","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",,,681,1226,1197
"G4801370","2016-2020","TX",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48137","Edwards County, Texas",,,115,128,117
"G4801390","2016-2020","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",,,599,830,899
"G4801410","2016-2020","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",,,1465,2122,2140
"G4801430","2016-2020","TX",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48143","Erath County, Texas",,,442,461,491
"G4801450","2016-2020","TX",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48145","Falls County, Texas",,,315,335,232
"G4801470","2016-2020","TX",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48147","Fannin County, Texas",,,329,338,319
"G4801490","2016-2020","TX",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48149","Fayette County, Texas",,,412,363,247
"G4801510","2016-2020","TX",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48151","Fisher County, Texas",,,134,135,77
"G4801530","2016-2020","TX",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48153","Floyd County, Texas",,,140,134,129
"G4801550","2016-2020","TX",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48155","Foard County, Texas",,,79,80,38
"G4801570","2016-2020","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",,,1170,2336,2327
"G4801590","2016-2020","TX",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48159","Franklin County, Texas",,,301,296,169
"G4801610","2016-2020","TX",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48161","Freestone County, Texas",,,301,336,287
"G4801630","2016-2020","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163","Frio County, Texas",,,299,315,297
"G4801650","2016-2020","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165","Gaines County, Texas",,,178,400,372
"G4801670","2016-2020","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",,,1006,1373,1307
"G4801690","2016-2020","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169","Garza County, Texas",,,187,196,131
"G4801710","2016-2020","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171","Gillespie County, Texas",,,414,339,356
"G4801730","2016-2020","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173","Glasscock County, Texas",,,63,64,65
"G4801750","2016-2020","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175","Goliad County, Texas",,,182,187,182
"G4801770","2016-2020","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177","Gonzales County, Texas",,,244,271,318
"G4801790","2016-2020","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179","Gray County, Texas",,,267,274,304
"G4801810","2016-2020","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",,,750,791,855
"G4801830","2016-2020","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",,,614,834,809
"G4801850","2016-2020","TX",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48185","Grimes County, Texas",,,808,760,306
"G4801870","2016-2020","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,609,1025,914
"G4801890","2016-2020","TX",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48189","Hale County, Texas",,,329,341,358
"G4801910","2016-2020","TX",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48191","Hall County, Texas",,,94,89,86
"G4801930","2016-2020","TX",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48193","Hamilton County, Texas",,,227,203,136
"G4801950","2016-2020","TX",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48195","Hansford County, Texas",,,96,128,126
"G4801970","2016-2020","TX",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48197","Hardeman County, Texas",,,123,134,114
"G4801990","2016-2020","TX",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48199","Hardin County, Texas",,,563,578,549
"G4802010","2016-2020","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",,,3591,6706,6358
"G4802030","2016-2020","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,561,538,534
"G4802050","2016-2020","TX",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48205","Hartley County, Texas",,,160,104,136
"G4802070","2016-2020","TX",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48207","Haskell County, Texas",,,188,123,155
"G4802090","2016-2020","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",,,672,1176,1174
"G4802110","2016-2020","TX",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48211","Hemphill County, Texas",,,107,109,107
"G4802130","2016-2020","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,642,702,599
"G4802150","2016-2020","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",,,1321,2294,1980
"G4802170","2016-2020","TX",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48217","Hill County, Texas",,,361,303,319
"G4802190","2016-2020","TX",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48219","Hockley County, Texas",,,239,275,278
"G4802210","2016-2020","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48221","Hood County, Texas",,,445,558,457
"G4802230","2016-2020","TX",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48223","Hopkins County, Texas",,,259,392,372
"G4802250","2016-2020","TX",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48225","Houston County, Texas",,,399,377,306
"G4802270","2016-2020","TX",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48227","Howard County, Texas",,,325,321,400
"G4802290","2016-2020","TX",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48229","Hudspeth County, Texas",,,113,125,124
"G4802310","2016-2020","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",,,506,751,668
"G4802330","2016-2020","TX",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48233","Hutchinson County, Texas",,,272,248,209
"G4802350","2016-2020","TX",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48235","Irion County, Texas",,,64,62,54
"G4802370","2016-2020","TX",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48237","Jack County, Texas",,,197,172,165
"G4802390","2016-2020","TX",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48239","Jackson County, Texas",,,282,268,239
"G4802410","2016-2020","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241","Jasper County, Texas",,,464,564,366
"G4802430","2016-2020","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243","Jeff Davis County, Texas",,,1045,868,235
"G4802450","2016-2020","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",,,1190,1327,1323
"G4802470","2016-2020","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247","Jim Hogg County, Texas",,,221,195,128
"G4802490","2016-2020","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249","Jim Wells County, Texas",,,468,418,517
"G4802510","2016-2020","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",,,591,936,813
"G4802530","2016-2020","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253","Jones County, Texas",,,400,367,254
