GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFM001,AMUFM002,AMUFM003
"G3200050","2016-2020","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005","Douglas County, Nevada",,,295,399,399
"G3200070","2016-2020","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007","Elko County, Nevada",,,395,628,529
"G3200090","2016-2020","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009","Esmeralda County, Nevada",,,124,60,109
"G3200110","2016-2020","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011","Eureka County, Nevada",,,105,112,66
"G3200130","2016-2020","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013","Humboldt County, Nevada",,,244,281,263
"G3200150","2016-2020","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015","Lander County, Nevada",,,201,220,192
"G3200170","2016-2020","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017","Lincoln County, Nevada",,,200,183,160
"G3200190","2016-2020","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019","Lyon County, Nevada",,,377,558,577
"G3200210","2016-2020","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021","Mineral County, Nevada",,,182,186,137
"G3200230","2016-2020","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023","Nye County, Nevada",,,429,711,616
"G3200270","2016-2020","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027","Pershing County, Nevada",,,183,174,143
"G3200290","2016-2020","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029","Storey County, Nevada",,,171,184,48
"G3200310","2016-2020","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",,,941,1831,1680
"G3200330","2016-2020","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033","White Pine County, Nevada",,,177,223,197
"G3205100","2016-2020","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510","Carson City, Nevada",,,336,451,452
"G3300010","2016-2020","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001","Belknap County, New Hampshire",,,613,590,552
"G3300030","2016-2020","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003","Carroll County, New Hampshire",,,649,525,533
"G3300050","2016-2020","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",,,534,572,567
"G3300070","2016-2020","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007","Coos County, New Hampshire",,,381,393,391
"G3300090","2016-2020","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",,,758,684,712
"G3300110","2016-2020","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",,,783,1480,1457
"G3300130","2016-2020","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",,,577,719,708
"G3300150","2016-2020","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",,,793,1227,1164
"G3300170","2016-2020","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",,,598,755,846
"G3300190","2016-2020","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019","Sullivan County, New Hampshire",,,450,508,464
"G3400010","2016-2020","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",,,912,1287,1201
"G3400030","2016-2020","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",,,1334,2189,2084
"G3400050","2016-2020","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",,,1270,1472,1192
"G3400070","2016-2020","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",,,1031,1888,1983
"G3400090","2016-2020","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",,,825,875,653
"G3400110","2016-2020","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",,,707,841,906
"G3400130","2016-2020","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",,,1132,1837,1947
"G3400150","2016-2020","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",,,766,976,945
"G3400170","2016-2020","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",,,1075,1826,2036
"G3400190","2016-2020","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",,,451,563,459
"G3400210","2016-2020","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",,,959,1338,1247
"G3400230","2016-2020","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",,,1033,2068,2065
"G3400250","2016-2020","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",,,1126,1748,1604
"G3400270","2016-2020","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",,,936,1270,1368
"G3400290","2016-2020","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",,,1336,1590,1308
"G3400310","2016-2020","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",,,584,1611,1629
"G3400330","2016-2020","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",,,349,441,419
"G3400350","2016-2020","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",,,743,991,1172
"G3400370","2016-2020","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",,,619,730,614
"G3400390","2016-2020","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",,,828,1606,1688
"G3400410","2016-2020","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",,,464,664,649
"G3500010","2016-2020","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",,,1177,2112,2030
"G3500030","2016-2020","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003","Catron County, New Mexico",,,155,156,109
"G3500050","2016-2020","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",,,563,578,680
"G3500060","2016-2020","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006","Cibola County, New Mexico",,,352,335,298
"G3500070","2016-2020","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007","Colfax County, New Mexico",,,262,300,280
"G3500090","2016-2020","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009","Curry County, New Mexico",,,445,502,525
"G3500110","2016-2020","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011","De Baca County, New Mexico",,,121,84,85
"G3500130","2016-2020","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",,,962,1244,1266
"G3500150","2016-2020","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015","Eddy County, New Mexico",,,477,685,519
"G3500170","2016-2020","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017","Grant County, New Mexico",,,426,406,431
"G3500190","2016-2020","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019","Guadalupe County, New Mexico",,,223,172,129
"G3500210","2016-2020","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021","Harding County, New Mexico",,,39,27,26
"G3500230","2016-2020","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023","Hidalgo County, New Mexico",,,124,112,101
"G3500250","2016-2020","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",,,497,633,728
"G3500270","2016-2020","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027","Lincoln County, New Mexico",,,480,321,393
"G3500280","2016-2020","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028","Los Alamos County, New Mexico",,,169,229,229
"G3500290","2016-2020","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029","Luna County, New Mexico",,,376,392,371
"G3500310","2016-2020","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",,,356,499,424
"G3500330","2016-2020","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033","Mora County, New Mexico",,,256,241,107
"G3500350","2016-2020","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",,,601,543,560
"G3500370","2016-2020","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037","Quay County, New Mexico",,,229,215,182
"G3500390","2016-2020","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039","Rio Arriba County, New Mexico",,,526,438,388
"G3500410","2016-2020","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041","Roosevelt County, New Mexico",,,354,316,360
"G3500430","2016-2020","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",,,497,758,716
"G3500450","2016-2020","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",,,599,802,870
"G3500470","2016-2020","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047","San Miguel County, New Mexico",,,443,422,404
"G3500490","2016-2020","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",,,744,993,995
"G3500510","2016-2020","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051","Sierra County, New Mexico",,,306,309,262
"G3500530","2016-2020","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053","Socorro County, New Mexico",,,320,274,230
"G3500550","2016-2020","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055","Taos County, New Mexico",,,623,600,384
"G3500570","2016-2020","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057","Torrance County, New Mexico",,,301,323,223
"G3500590","2016-2020","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059","Union County, New Mexico",,,129,107,105
"G3500610","2016-2020","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,642,712,583
"G3600010","2016-2020","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",,,890,1052,1270
"G3600030","2016-2020","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003","Allegany County, New York",,,360,302,301
"G3600050","2016-2020","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",,,1398,2498,2794
"G3600070","2016-2020","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",,,728,887,1056
"G3600090","2016-2020","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",,,465,447,433
"G3600110","2016-2020","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",,,534,558,528
"G3600130","2016-2020","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",,,631,584,665
"G3600150","2016-2020","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",,,515,608,650
"G3600170","2016-2020","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017","Chenango County, New York",,,446,446,308
"G3600190","2016-2020","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",,,454,562,567
"G3600210","2016-2020","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021","Columbia County, New York",,,507,487,448
"G3600230","2016-2020","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023","Cortland County, New York",,,367,365,349
"G3600250","2016-2020","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025","Delaware County, New York",,,515,435,398
"G3600270","2016-2020","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",,,868,1401,1420
"G3600290","2016-2020","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",,,1563,2143,2298
"G3600310","2016-2020","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031","Essex County, New York",,,453,453,358
"G3600330","2016-2020","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033","Franklin County, New York",,,364,401,424
"G3600350","2016-2020","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035","Fulton County, New York",,,438,523,551
"G3600370","2016-2020","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037","Genesee County, New York",,,286,436,470
"G3600390","2016-2020","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039","Greene County, New York",,,510,512,384
"G3600410","2016-2020","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041","Hamilton County, New York",,,129,108,59
"G3600430","2016-2020","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043","Herkimer County, New York",,,534,620,478
"G3600450","2016-2020","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",,,681,565,750
"G3600470","2016-2020","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",,,2022,3180,3209
"G3600490","2016-2020","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049","Lewis County, New York",,,232,247,208
"G3600510","2016-2020","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",,,419,450,425
"G3600530","2016-2020","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",,,554,628,497
"G3600550","2016-2020","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",,,1241,1693,1714
"G3600570","2016-2020","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057","Montgomery County, New York",,,377,373,372
"G3600590","2016-2020","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",,,1437,2808,2216
"G3600610","2016-2020","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",,,4260,3817,4989
"G3600630","2016-2020","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",,,790,1016,1058
"G3600650","2016-2020","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",,,740,1068,1058
"G3600670","2016-2020","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",,,1106,1372,1337
"G3600690","2016-2020","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",,,476,608,577
"G3600710","2016-2020","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",,,935,1268,1126
"G3600730","2016-2020","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073","Orleans County, New York",,,334,395,419
"G3600750","2016-2020","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",,,527,722,678
"G3600770","2016-2020","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077","Otsego County, New York",,,512,471,504
"G3600790","2016-2020","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,446,621,556
"G3600810","2016-2020","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",,,2290,3805,3323
"G3600830","2016-2020","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",,,641,845,896
"G3600850","2016-2020","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",,,1124,1708,1693
"G3600870","2016-2020","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",,,677,1071,1076
"G3600890","2016-2020","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",,,578,724,797
"G3600910","2016-2020","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",,,792,986,1050
"G3600930","2016-2020","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",,,846,932,877
"G3600950","2016-2020","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095","Schoharie County, New York",,,288,285,253
"G3600970","2016-2020","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097","Schuyler County, New York",,,238,203,223
"G3600990","2016-2020","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099","Seneca County, New York",,,294,312,326
"G3601010","2016-2020","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",,,456,489,549
"G3601030","2016-2020","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",,,1964,3014,2270
"G3601050","2016-2020","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,792,702,631
"G3601070","2016-2020","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107","Tioga County, New York",,,307,411,438
"G3601090","2016-2020","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",,,644,544,743
"G3601110","2016-2020","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",,,1044,1100,991
"G3601130","2016-2020","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,526,545,512
"G3601150","2016-2020","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115","Washington County, New York",,,500,485,544
"G3601170","2016-2020","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",,,470,471,498
"G3601190","2016-2020","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",,,1366,2142,2258
"G3601210","2016-2020","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121","Wyoming County, New York",,,368,314,310
"G3601230","2016-2020","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123","Yates County, New York",,,391,306,283
"G3700010","2016-2020","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",,,668,1063,1137
"G3700030","2016-2020","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003","Alexander County, North Carolina",,,392,447,367
"G3700050","2016-2020","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005","Alleghany County, North Carolina",,,324,282,207
"G3700070","2016-2020","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007","Anson County, North Carolina",,,301,394,324
"G3700090","2016-2020","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009","Ashe County, North Carolina",,,450,457,315
"G3700110","2016-2020","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011","Avery County, North Carolina",,,479,289,306
"G3700130","2016-2020","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013","Beaufort County, North Carolina",,,496,602,542
"G3700150","2016-2020","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015","Bertie County, North Carolina",,,455,390,389
"G3700170","2016-2020","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017","Bladen County, North Carolina",,,451,513,419
"G3700190","2016-2020","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",,,977,976,872
