GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLM001,ALZLM002,ALZLM003
"G3700290","2015-2019","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029","Camden County, North Carolina",,,160,200,169
"G3700310","2015-2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",,,495,510,476
"G3700330","2015-2019","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033","Caswell County, North Carolina",,,302,318,289
"G3700350","2015-2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",,,597,785,876
"G3700370","2015-2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,498,597,511
"G3700390","2015-2019","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039","Cherokee County, North Carolina",,,439,358,338
"G3700410","2015-2019","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041","Chowan County, North Carolina",,,286,294,371
"G3700430","2015-2019","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043","Clay County, North Carolina",,,319,323,254
"G3700450","2015-2019","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",,,620,610,608
"G3700470","2015-2019","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047","Columbus County, North Carolina",,,436,488,484
"G3700490","2015-2019","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",,,632,654,734
"G3700510","2015-2019","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",,,954,1057,993
"G3700530","2015-2019","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053","Currituck County, North Carolina",,,216,318,261
"G3700550","2015-2019","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055","Dare County, North Carolina",,,685,464,530
"G3700570","2015-2019","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",,,807,934,905
"G3700590","2015-2019","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059","Davie County, North Carolina",,,360,424,343
"G3700610","2015-2019","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061","Duplin County, North Carolina",,,537,563,466
"G3700630","2015-2019","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",,,1091,1344,1445
"G3700650","2015-2019","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065","Edgecombe County, North Carolina",,,407,440,472
"G3700670","2015-2019","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",,,1143,1276,1133
"G3700690","2015-2019","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",,,474,565,524
"G3700710","2015-2019","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",,,698,833,911
"G3700730","2015-2019","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073","Gates County, North Carolina",,,218,218,204
"G3700750","2015-2019","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075","Graham County, North Carolina",,,211,216,141
"G3700770","2015-2019","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077","Granville County, North Carolina",,,433,534,580
"G3700790","2015-2019","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079","Greene County, North Carolina",,,248,223,251
"G3700810","2015-2019","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",,,1492,1684,1686
"G3700830","2015-2019","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083","Halifax County, North Carolina",,,478,500,531
"G3700850","2015-2019","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",,,522,543,631
"G3700870","2015-2019","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087","Haywood County, North Carolina",,,594,606,658
"G3700890","2015-2019","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",,,624,777,760
"G3700910","2015-2019","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091","Hertford County, North Carolina",,,273,296,265
"G3700930","2015-2019","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093","Hoke County, North Carolina",,,326,428,441
"G3700950","2015-2019","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095","Hyde County, North Carolina",,,177,234,185
"G3700970","2015-2019","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",,,597,802,671
"G3700990","2015-2019","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099","Jackson County, North Carolina",,,642,499,657
"G3701010","2015-2019","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",,,667,1078,1005
"G3701030","2015-2019","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103","Jones County, North Carolina",,,157,172,164
"G3701050","2015-2019","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105","Lee County, North Carolina",,,393,411,457
"G3701070","2015-2019","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107","Lenoir County, North Carolina",,,471,571,598
"G3701090","2015-2019","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,482,636,547
"G3701110","2015-2019","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111","McDowell County, North Carolina",,,404,451,422
"G3701130","2015-2019","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113","Macon County, North Carolina",,,440,434,490
"G3701150","2015-2019","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115","Madison County, North Carolina",,,302,347,282
"G3701170","2015-2019","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117","Martin County, North Carolina",,,286,326,349
"G3701190","2015-2019","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",,,1769,2258,2457
"G3701210","2015-2019","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121","Mitchell County, North Carolina",,,318,278,232
"G3701230","2015-2019","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123","Montgomery County, North Carolina",,,386,387,292
"G3701250","2015-2019","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",,,741,829,662
"G3701270","2015-2019","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",,,648,700,759
"G3701290","2015-2019","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",,,958,1057,1100
"G3701310","2015-2019","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131","Northampton County, North Carolina",,,336,338,311
"G3701330","2015-2019","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",,,1313,1211,1332
"G3701350","2015-2019","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",,,808,667,898
"G3701370","2015-2019","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137","Pamlico County, North Carolina",,,204,170,181
"G3701390","2015-2019","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139","Pasquotank County, North Carolina",,,344,367,364
"G3701410","2015-2019","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141","Pender County, North Carolina",,,454,566,446
"G3701430","2015-2019","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143","Perquimans County, North Carolina",,,241,269,260
"G3701450","2015-2019","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145","Person County, North Carolina",,,381,462,385
"G3701470","2015-2019","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",,,808,889,1177
"G3701490","2015-2019","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149","Polk County, North Carolina",,,298,259,282
"G3701510","2015-2019","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",,,653,812,838
"G3701530","2015-2019","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153","Richmond County, North Carolina",,,433,458,450
"G3701550","2015-2019","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",,,451,531,569
"G3701570","2015-2019","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,600,602,598
"G3701590","2015-2019","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",,,681,875,837
"G3701610","2015-2019","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,623,563,538
"G3701630","2015-2019","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163","Sampson County, North Carolina",,,539,545,510
"G3701650","2015-2019","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165","Scotland County, North Carolina",,,216,250,266
"G3701670","2015-2019","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167","Stanly County, North Carolina",,,441,443,486
"G3701690","2015-2019","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169","Stokes County, North Carolina",,,423,516,477
"G3701710","2015-2019","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",,,405,471,440
"G3701730","2015-2019","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173","Swain County, North Carolina",,,292,261,238
"G3701750","2015-2019","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175","Transylvania County, North Carolina",,,494,530,433
"G3701770","2015-2019","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177","Tyrrell County, North Carolina",,,212,168,147
"G3701790","2015-2019","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",,,604,822,766
"G3701810","2015-2019","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181","Vance County, North Carolina",,,375,415,425
"G3701830","2015-2019","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",,,1973,2329,2054
"G3701850","2015-2019","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185","Warren County, North Carolina",,,291,280,306
"G3701870","2015-2019","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187","Washington County, North Carolina",,,293,243,252
"G3701890","2015-2019","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189","Watauga County, North Carolina",,,588,397,518
"G3701910","2015-2019","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",,,649,758,707
"G3701930","2015-2019","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,531,512,663
"G3701950","2015-2019","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",,,521,684,719
"G3701970","2015-2019","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197","Yadkin County, North Carolina",,,347,423,451
"G3701990","2015-2019","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199","Yancey County, North Carolina",,,291,247,279
"G3800010","2015-2019","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001","Adams County, North Dakota",,,76,54,69
"G3800030","2015-2019","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003","Barnes County, North Dakota",,,184,164,160
"G3800050","2015-2019","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005","Benson County, North Dakota",,,73,67,63
"G3800070","2015-2019","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007","Billings County, North Dakota",,,43,39,30
"G3800090","2015-2019","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009","Bottineau County, North Dakota",,,158,145,97
"G3800110","2015-2019","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011","Bowman County, North Dakota",,,71,81,61
"G3800130","2015-2019","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013","Burke County, North Dakota",,,65,66,39
"G3800150","2015-2019","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",,,511,523,631
"G3800170","2015-2019","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",,,754,850,961
"G3800190","2015-2019","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019","Cavalier County, North Dakota",,,97,91,66
"G3800210","2015-2019","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021","Dickey County, North Dakota",,,103,108,95
"G3800230","2015-2019","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023","Divide County, North Dakota",,,88,90,73
"G3800250","2015-2019","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025","Dunn County, North Dakota",,,87,76,71
"G3800270","2015-2019","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027","Eddy County, North Dakota",,,70,62,56
"G3800290","2015-2019","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029","Emmons County, North Dakota",,,102,93,65
"G3800310","2015-2019","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031","Foster County, North Dakota",,,79,79,71
"G3800330","2015-2019","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033","Golden Valley County, North Dakota",,,59,64,52
"G3800350","2015-2019","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",,,447,406,499
"G3800370","2015-2019","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037","Grant County, North Dakota",,,73,68,25
"G3800390","2015-2019","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039","Griggs County, North Dakota",,,77,76,60
"G3800410","2015-2019","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041","Hettinger County, North Dakota",,,69,77,35
"G3800430","2015-2019","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043","Kidder County, North Dakota",,,83,77,40
"G3800450","2015-2019","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045","LaMoure County, North Dakota",,,85,72,64
"G3800470","2015-2019","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047","Logan County, North Dakota",,,62,54,32
"G3800490","2015-2019","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049","McHenry County, North Dakota",,,94,85,83
"G3800510","2015-2019","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051","McIntosh County, North Dakota",,,68,77,62
"G3800530","2015-2019","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053","McKenzie County, North Dakota",,,252,244,252
"G3800550","2015-2019","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055","McLean County, North Dakota",,,141,130,112
"G3800570","2015-2019","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057","Mercer County, North Dakota",,,186,171,120
"G3800590","2015-2019","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059","Morton County, North Dakota",,,383,464,438
"G3800610","2015-2019","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061","Mountrail County, North Dakota",,,133,140,118
"G3800630","2015-2019","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063","Nelson County, North Dakota",,,86,67,72
"G3800650","2015-2019","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065","Oliver County, North Dakota",,,60,58,29
"G3800670","2015-2019","ND",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38067","Pembina County, North Dakota",,,127,129,94
"G3800690","2015-2019","ND",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38069","Pierce County, North Dakota",,,103,125,106
"G3800710","2015-2019","ND",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38071","Ramsey County, North Dakota",,,212,189,256
"G3800730","2015-2019","ND",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38073","Ransom County, North Dakota",,,87,118,108
"G3800750","2015-2019","ND",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38075","Renville County, North Dakota",,,70,65,40
"G3800770","2015-2019","ND",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38077","Richland County, North Dakota",,,186,174,189
"G3800790","2015-2019","ND",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38079","Rolette County, North Dakota",,,125,149,139
"G3800810","2015-2019","ND",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38081","Sargent County, North Dakota",,,97,75,63
"G3800830","2015-2019","ND",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38083","Sheridan County, North Dakota",,,54,49,41
"G3800850","2015-2019","ND",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38085","Sioux County, North Dakota",,,34,50,45
"G3800870","2015-2019","ND",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38087","Slope County, North Dakota",,,32,31,19
"G3800890","2015-2019","ND",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38089","Stark County, North Dakota",,,315,310,341
"G3800910","2015-2019","ND",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38091","Steele County, North Dakota",,,55,51,34
"G3800930","2015-2019","ND",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38093","Stutsman County, North Dakota",,,275,259,299
"G3800950","2015-2019","ND",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38095","Towner County, North Dakota",,,87,83,68
"G3800970","2015-2019","ND",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38097","Traill County, North Dakota",,,116,105,107
"G3800990","2015-2019","ND",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38099","Walsh County, North Dakota",,,148,174,142
"G3801010","2015-2019","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",,,668,530,730
"G3801030","2015-2019","ND",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38103","Wells County, North Dakota",,,117,94,93
"G3801050","2015-2019","ND",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38105","Williams County, North Dakota",,,636,487,649
"G3900010","2015-2019","OH",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39001","Adams County, Ohio",,,327,355,371
"G3900030","2015-2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",,,469,519,540
"G3900050","2015-2019","OH",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39005","Ashland County, Ohio",,,288,397,355
"G3900070","2015-2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",,,548,545,603
"G3900090","2015-2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",,,494,434,526
"G3900110","2015-2019","OH",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39011","Auglaize County, Ohio",,,261,396,343
"G3900130","2015-2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,481,483,449
"G3900150","2015-2019","OH",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39015","Brown County, Ohio",,,355,491,467
"G3900170","2015-2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",,,864,1130,1134
"G3900190","2015-2019","OH",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39019","Carroll County, Ohio",,,333,312,320
"G3900210","2015-2019","OH",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39021","Champaign County, Ohio",,,334,330,319
"G3900230","2015-2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",,,629,695,718
